id,year,statename,pcname,candidate,sex,party,total,polled,validv,electors,polled,pollperc,Rank,win,alliance
168,1996,ANDHRA PRADESH,ELURU,KOLLI RAGHAVENDRA RAO,M,IND,1387,0.18%,779298,1118637,795079,71.08%,6,0,OTHERS
169,1996,ANDHRA PRADESH,ELURU,KATTA KANAKARAJU GOWD,M,IND,1246,0.16%,779298,1118637,795079,71.08%,7,0,OTHERS
170,1996,ANDHRA PRADESH,ELURU,CHANDRAGUPTA KODURI(CHANDRA BABU),M,IND,1110,0.14%,779298,1118637,795079,71.08%,8,0,OTHERS
171,1996,ANDHRA PRADESH,ELURU,KAMMILI KASIRAJU,M,IND,802,0.10%,779298,1118637,795079,71.08%,9,0,OTHERS
172,1996,ANDHRA PRADESH,ELURU,MARADA SANJEEVA DAMODARA RAO(MASTARU),M,IND,742,0.10%,779298,1118637,795079,71.08%,10,0,OTHERS
173,1996,ANDHRA PRADESH,ELURU,YERRAGOGU MRUTHYUNJAYA RAO,M,IND,663,0.09%,779298,1118637,795079,71.08%,11,0,OTHERS
174,1996,ANDHRA PRADESH,ELURU,BOMMI SIMHACHALAM,M,IND,521,0.07%,779298,1118637,795079,71.08%,12,0,OTHERS
175,1996,ANDHRA PRADESH,ELURU,YEGGINA SATYA SAIBABA,M,IND,502,0.06%,779298,1118637,795079,71.08%,13,0,OTHERS
176,1996,ANDHRA PRADESH,ELURU,RAMAMOHANA RAO KADIYALA,M,IND,402,0.05%,779298,1118637,795079,71.08%,14,0,OTHERS
177,1996,ANDHRA PRADESH,ELURU,NAGESWARA RAO VEMULAPALLI,M,IND,346,0.04%,779298,1118637,795079,71.08%,15,0,OTHERS
178,1996,ANDHRA PRADESH,ELURU,BABURAO GANNI,M,IND,329,0.04%,779298,1118637,795079,71.08%,16,0,OTHERS
179,1996,ANDHRA PRADESH,ELURU,SAGIRAJU SURYANARAYANA RAJU,M,IND,296,0.04%,779298,1118637,795079,71.08%,17,0,OTHERS
180,1996,ANDHRA PRADESH,ELURU,KATNAM VENKATA RATNALU,M,IND,263,0.03%,779298,1118637,795079,71.08%,18,0,OTHERS
181,1996,ANDHRA PRADESH,ELURU,KANNA SURYANARAYANA,M,IND,259,0.03%,779298,1118637,795079,71.08%,19,0,OTHERS
182,1996,ANDHRA PRADESH,ELURU,PITHANI MAVULLARAO,M,SHSP,202,0.03%,779298,1118637,795079,71.08%,20,0,OTHERS
183,1996,ANDHRA PRADESH,MACHILIPATNAM,SATYANARAYANA KAIKALA,M,TDP,275713,39.57%,696785,1002527,710399,70.86%,1,1,NATIONAL FRONT
184,1996,ANDHRA PRADESH,MACHILIPATNAM,KOLUSU PEDAREDDAIAH YADAV,M,INC,194206,27.87%,696785,1002527,710399,70.86%,2,0,OTHERS
185,1996,ANDHRA PRADESH,MACHILIPATNAM,SAMBASIVA RAO KAVURI,M,AIIC(T),128164,18.39%,696785,1002527,710399,70.86%,3,0,OTHERS
186,1996,ANDHRA PRADESH,MACHILIPATNAM,BOPPANA GANGADHARA CHOWDARY,M,NTRTDP(LP),71764,10.30%,696785,1002527,710399,70.86%,4,0,OTHERS
187,1996,ANDHRA PRADESH,MACHILIPATNAM,KAKARLA RAMA KRISHNA,M,IND,10879,1.56%,696785,1002527,710399,70.86%,5,0,OTHERS
188,1996,ANDHRA PRADESH,MACHILIPATNAM,RSK NAGESWARA RAO,M,BJP,4630,0.66%,696785,1002527,710399,70.86%,6,0,BJP
189,1996,ANDHRA PRADESH,MACHILIPATNAM,UPPALAPATI PATTABHIRAMAIAH,M,IND,2248,0.32%,696785,1002527,710399,70.86%,7,0,OTHERS
190,1996,ANDHRA PRADESH,MACHILIPATNAM,THOTAKURA SIVA SANKARA VEERANJANEYULU,M,IND,2128,0.31%,696785,1002527,710399,70.86%,8,0,OTHERS
191,1996,ANDHRA PRADESH,MACHILIPATNAM,KOTE DEVANANDAMU,M,IND,1099,0.16%,696785,1002527,710399,70.86%,9,0,OTHERS
192,1996,ANDHRA PRADESH,MACHILIPATNAM,GOPICHAND NARRA,M,IND,818,0.12%,696785,1002527,710399,70.86%,10,0,OTHERS
193,1996,ANDHRA PRADESH,MACHILIPATNAM,KOTA JAYA PAUL CHOWDARY,M,IND,626,0.09%,696785,1002527,710399,70.86%,11,0,OTHERS
194,1996,ANDHRA PRADESH,MACHILIPATNAM,MANEPALLI NAGA SEETARAMAJANEYULU,M,IND,549,0.08%,696785,1002527,710399,70.86%,12,0,OTHERS
195,1996,ANDHRA PRADESH,MACHILIPATNAM,YENDURI SUBRAMAHESWARA RAO,M,IND,515,0.07%,696785,1002527,710399,70.86%,13,0,OTHERS
196,1996,ANDHRA PRADESH,MACHILIPATNAM,CHINNAM JAGADEESWARA PRASAD,M,IND,465,0.07%,696785,1002527,710399,70.86%,14,0,OTHERS
197,1996,ANDHRA PRADESH,MACHILIPATNAM,DODDA KAMESWARA RAO,M,IND,443,0.06%,696785,1002527,710399,70.86%,15,0,OTHERS
198,1996,ANDHRA PRADESH,MACHILIPATNAM,BALAJI LANKISETTI,M,IND,443,0.06%,696785,1002527,710399,70.86%,15,0,OTHERS
199,1996,ANDHRA PRADESH,MACHILIPATNAM,MADHAVI LAKSHMI YENDURI,F,IND,402,0.06%,696785,1002527,710399,70.86%,17,0,OTHERS
200,1996,ANDHRA PRADESH,MACHILIPATNAM,V K KUMARI YADAV,F,IND,396,0.06%,696785,1002527,710399,70.86%,18,0,OTHERS
201,1996,ANDHRA PRADESH,MACHILIPATNAM,KONDETI SYAM PRASAD,M,IND,301,0.04%,696785,1002527,710399,70.86%,19,0,OTHERS
202,1996,ANDHRA PRADESH,MACHILIPATNAM,TADIKONDA VENKATA NANCHARAIH,M,IND,295,0.04%,696785,1002527,710399,70.86%,20,0,OTHERS
203,1996,ANDHRA PRADESH,MACHILIPATNAM,ATMURI RAGHAVAIAH,M,IND,244,0.04%,696785,1002527,710399,70.86%,21,0,OTHERS
204,1996,ANDHRA PRADESH,MACHILIPATNAM,NALLAGANGULA RAMANA RAO (MEESALA BUJJI),M,IND,238,0.03%,696785,1002527,710399,70.86%,22,0,OTHERS
205,1996,ANDHRA PRADESH,MACHILIPATNAM,V RAMA KRISHNA RAO,M,IND,219,0.03%,696785,1002527,710399,70.86%,23,0,OTHERS
206,1996,ANDHRA PRADESH,VIJAYAWADA,UPENDRA PARVATHANENI,M,INC,397709,45.16%,880741,1351063,893440,66.13%,1,1,OTHERS
207,1996,ANDHRA PRADESH,VIJAYAWADA,VADDE SOBHANADREESWARA RAO,M,TDP,283435,32.18%,880741,1351063,893440,66.13%,2,0,NATIONAL FRONT
208,1996,ANDHRA PRADESH,VIJAYAWADA,RAJASEKHAR (NEHRU) DEVINENI,M,NTRTDP(LP),169199,19.21%,880741,1351063,893440,66.13%,3,0,OTHERS
209,1996,ANDHRA PRADESH,VIJAYAWADA,MD RAMA RAO,M,BJP,11995,1.36%,880741,1351063,893440,66.13%,4,0,BJP
210,1996,ANDHRA PRADESH,VIJAYAWADA,D PREM KUMAR,M,JP,1785,0.20%,880741,1351063,893440,66.13%,5,0,OTHERS
211,1996,ANDHRA PRADESH,VIJAYAWADA,RAYAPATI LINGA RAO,M,IND,1300,0.15%,880741,1351063,893440,66.13%,6,0,OTHERS
212,1996,ANDHRA PRADESH,VIJAYAWADA,PAILA SOMINAIDU,M,AIIC(T),1142,0.13%,880741,1351063,893440,66.13%,7,0,OTHERS
213,1996,ANDHRA PRADESH,VIJAYAWADA,VEMULAPALLI SRINIVASA RAO,M,IND,1050,0.12%,880741,1351063,893440,66.13%,8,0,OTHERS
214,1996,ANDHRA PRADESH,VIJAYAWADA,NAGESWARA RAO YADAV,M,IND,971,0.11%,880741,1351063,893440,66.13%,9,0,OTHERS
215,1996,ANDHRA PRADESH,VIJAYAWADA,KONERU KISHORE,M,IND,940,0.11%,880741,1351063,893440,66.13%,10,0,OTHERS
216,1996,ANDHRA PRADESH,VIJAYAWADA,YENIGALLA VENKATESWARA RAO,M,IND,868,0.10%,880741,1351063,893440,66.13%,11,0,OTHERS
217,1996,ANDHRA PRADESH,VIJAYAWADA,SANAGAPATI MOHANA RAO,M,IND,798,0.09%,880741,1351063,893440,66.13%,12,0,OTHERS
218,1996,ANDHRA PRADESH,VIJAYAWADA,BHANU MURTHY VAGGALA,M,IND,710,0.08%,880741,1351063,893440,66.13%,13,0,OTHERS
219,1996,ANDHRA PRADESH,VIJAYAWADA,DONDAPATI MOHANARAO,M,IND,654,0.07%,880741,1351063,893440,66.13%,14,0,OTHERS
220,1996,ANDHRA PRADESH,VIJAYAWADA,KANCHARLA VENKATESWARA RAO,M,IND,635,0.07%,880741,1351063,893440,66.13%,15,0,OTHERS
221,1996,ANDHRA PRADESH,VIJAYAWADA,MOHAN RAO GEDALA,M,IND,619,0.07%,880741,1351063,893440,66.13%,16,0,OTHERS
222,1996,ANDHRA PRADESH,VIJAYAWADA,BANDI KOTESWARA RAO,M,IND,608,0.07%,880741,1351063,893440,66.13%,17,0,OTHERS
223,1996,ANDHRA PRADESH,VIJAYAWADA,RUDRAPATI CHRISTHU DASU,M,IND,584,0.07%,880741,1351063,893440,66.13%,18,0,OTHERS
224,1996,ANDHRA PRADESH,VIJAYAWADA,SHAIK ALI,M,IND,494,0.06%,880741,1351063,893440,66.13%,19,0,OTHERS
225,1996,ANDHRA PRADESH,VIJAYAWADA,BOYAPATI RAMACHANDRA RAO,M,IND,434,0.05%,880741,1351063,893440,66.13%,20,0,OTHERS
226,1996,ANDHRA PRADESH,VIJAYAWADA,NAMBURI AMARA RAO,M,IND,423,0.05%,880741,1351063,893440,66.13%,21,0,OTHERS
227,1996,ANDHRA PRADESH,VIJAYAWADA,KANDHAKATLA SRINIVASA RAO,M,IND,418,0.05%,880741,1351063,893440,66.13%,22,0,OTHERS
228,1996,ANDHRA PRADESH,VIJAYAWADA,TADIKONDA RAMAKRISHNA,M,IND,417,0.05%,880741,1351063,893440,66.13%,23,0,OTHERS
229,1996,ANDHRA PRADESH,VIJAYAWADA,PORANKI RAJA BABU,M,IND,378,0.04%,880741,1351063,893440,66.13%,24,0,OTHERS
230,1996,ANDHRA PRADESH,VIJAYAWADA,SRIKAKOLAPU HANUMANTHA RAO,M,IND,363,0.04%,880741,1351063,893440,66.13%,25,0,OTHERS
231,1996,ANDHRA PRADESH,VIJAYAWADA,GADDIPATI SRIDHAR,M,IND,359,0.04%,880741,1351063,893440,66.13%,26,0,OTHERS
232,1996,ANDHRA PRADESH,VIJAYAWADA,DEVINENI RAMARAO,M,IND,357,0.04%,880741,1351063,893440,66.13%,27,0,OTHERS
233,1996,ANDHRA PRADESH,VIJAYAWADA,KOMMANA MURALI KRISHNA,M,IND,321,0.04%,880741,1351063,893440,66.13%,28,0,OTHERS
234,1996,ANDHRA PRADESH,VIJAYAWADA,R SURENDER GOUD,M,IND,315,0.04%,880741,1351063,893440,66.13%,29,0,OTHERS
235,1996,ANDHRA PRADESH,VIJAYAWADA,CHANDRASEKHAR SIRIVERY,M,IND,298,0.03%,880741,1351063,893440,66.13%,30,0,OTHERS
236,1996,ANDHRA PRADESH,VIJAYAWADA,BAIG RUFTULLAH,M,IND,279,0.03%,880741,1351063,893440,66.13%,31,0,OTHERS
237,1996,ANDHRA PRADESH,VIJAYAWADA,SATYANNARAYANA VENKATA,M,IND,263,0.03%,880741,1351063,893440,66.13%,32,0,OTHERS
238,1996,ANDHRA PRADESH,VIJAYAWADA,JOHN VEMURI,M,IND,263,0.03%,880741,1351063,893440,66.13%,32,0,OTHERS
239,1996,ANDHRA PRADESH,VIJAYAWADA,SHAIK IBRAHIM,M,IND,208,0.02%,880741,1351063,893440,66.13%,34,0,OTHERS
240,1996,ANDHRA PRADESH,VIJAYAWADA,BOBBA SRINIVASA RAO,M,IND,149,0.02%,880741,1351063,893440,66.13%,35,0,OTHERS
241,1996,ANDHRA PRADESH,TENALI,SARADA TADIPARTHI,F,TDP,274244,44.19%,620616,961992,632237,65.72%,1,1,NATIONAL FRONT
242,1996,ANDHRA PRADESH,TENALI,SINGAM BASAVAPUNAIAH,M,INC,237756,38.31%,620616,961992,632237,65.72%,2,0,OTHERS
243,1996,ANDHRA PRADESH,TENALI,AMBATI BRHAMANAIAH,M,NTRTDP(LP),72831,11.74%,620616,961992,632237,65.72%,3,0,OTHERS
244,1996,ANDHRA PRADESH,TENALI,RAGHUNADH BABU YEDLAPATI,M,BJP,14488,2.33%,620616,961992,632237,65.72%,4,0,BJP
245,1996,ANDHRA PRADESH,TENALI,V SATYANARAYANA SWAMY,M,IND,3583,0.58%,620616,961992,632237,65.72%,5,0,OTHERS
246,1996,ANDHRA PRADESH,TENALI,SOMESWARA RAO PARCHURI,M,CPI(ML)(L),3180,0.51%,620616,961992,632237,65.72%,6,0,OTHERS
247,1996,ANDHRA PRADESH,TENALI,M VINAY BABU,M,AIIC(T),2813,0.45%,620616,961992,632237,65.72%,7,0,OTHERS
248,1996,ANDHRA PRADESH,TENALI,R SRIHARI MURTHY,M,IND,1948,0.31%,620616,961992,632237,65.72%,8,0,OTHERS
249,1996,ANDHRA PRADESH,TENALI,V MADHAVA RAO,M,IND,1686,0.27%,620616,961992,632237,65.72%,9,0,OTHERS
250,1996,ANDHRA PRADESH,TENALI,TCHINNA PULLAREDDY,M,IND,1262,0.20%,620616,961992,632237,65.72%,10,0,OTHERS
251,1996,ANDHRA PRADESH,TENALI,NUTHAKKI KATAIAH,M,IND,1170,0.19%,620616,961992,632237,65.72%,11,0,OTHERS
252,1996,ANDHRA PRADESH,TENALI,PALADIGU RAJENDRAPRASAD,M,IND,1027,0.17%,620616,961992,632237,65.72%,12,0,OTHERS
253,1996,ANDHRA PRADESH,TENALI,KAMINENI KOTESWARA RAO,M,IND,806,0.13%,620616,961992,632237,65.72%,13,0,OTHERS
254,1996,ANDHRA PRADESH,TENALI,KURRA BUTCHI BABU,M,IND,774,0.12%,620616,961992,632237,65.72%,14,0,OTHERS
255,1996,ANDHRA PRADESH,TENALI,NANDURI JAIRAJU,M,IND,708,0.11%,620616,961992,632237,65.72%,15,0,OTHERS
256,1996,ANDHRA PRADESH,TENALI,PRASAD PERIKALA,M,IND,552,0.09%,620616,961992,632237,65.72%,16,0,OTHERS
257,1996,ANDHRA PRADESH,TENALI,SABBINENI RAMESH,M,IND,530,0.09%,620616,961992,632237,65.72%,17,0,OTHERS
258,1996,ANDHRA PRADESH,TENALI,DASU MANILLA,M,IND,520,0.08%,620616,961992,632237,65.72%,18,0,OTHERS
259,1996,ANDHRA PRADESH,TENALI,NIRIKHSHANA RAO I,M,IND,494,0.08%,620616,961992,632237,65.72%,19,0,OTHERS
260,1996,ANDHRA PRADESH,TENALI,SURYAVARA PRASAD RAO S,M,IND,244,0.04%,620616,961992,632237,65.72%,20,0,OTHERS
261,1996,ANDHRA PRADESH,GUNTUR,RAYAPATI SAMBA SIVA RAO,M,INC,343252,46.82%,733191,1270532,745023,58.64%,1,1,OTHERS
262,1996,ANDHRA PRADESH,GUNTUR,LAL JAN BASHA SM,M,TDP,274753,37.47%,733191,1270532,745023,58.64%,2,0,NATIONAL FRONT
263,1996,ANDHRA PRADESH,GUNTUR,MAKINENI PEDA RATHAIAH,M,NTRTDP(LP),89098,12.15%,733191,1270532,745023,58.64%,3,0,OTHERS
264,1996,ANDHRA PRADESH,GUNTUR,HANUMANTHA RAO MUDDANA,M,BJP,10181,1.39%,733191,1270532,745023,58.64%,4,0,BJP
265,1996,ANDHRA PRADESH,GUNTUR,SHAIK MASTAN VALI,M,IND,1275,0.17%,733191,1270532,745023,58.64%,5,0,OTHERS
266,1996,ANDHRA PRADESH,GUNTUR,NARESH BYRAPANENI,M,AIIC(T),1232,0.17%,733191,1270532,745023,58.64%,6,0,OTHERS
267,1996,ANDHRA PRADESH,GUNTUR,KONDAPALLI WILSON,M,IND,1020,0.14%,733191,1270532,745023,58.64%,7,0,OTHERS
268,1996,ANDHRA PRADESH,GUNTUR,KOTHAMASU MALLIKHARJUNA RAO,M,IND,918,0.13%,733191,1270532,745023,58.64%,8,0,OTHERS
269,1996,ANDHRA PRADESH,GUNTUR,RAVENUTHALA GURAVAYYA,M,IND,873,0.12%,733191,1270532,745023,58.64%,9,0,OTHERS
270,1996,ANDHRA PRADESH,GUNTUR,VUGGIRALA SRINIVASA RAO,M,IND,791,0.11%,733191,1270532,745023,58.64%,10,0,OTHERS
271,1996,ANDHRA PRADESH,GUNTUR,TALARI BHASKARA RAO,M,IND,780,0.11%,733191,1270532,745023,58.64%,11,0,OTHERS
272,1996,ANDHRA PRADESH,GUNTUR,N MALLESWARA SWAMI NAIDU,M,IND,765,0.10%,733191,1270532,745023,58.64%,12,0,OTHERS
273,1996,ANDHRA PRADESH,GUNTUR,KASU RADHA KRISHNA REDDY,M,IND,699,0.10%,733191,1270532,745023,58.64%,13,0,OTHERS
274,1996,ANDHRA PRADESH,GUNTUR,NALABOTU RAMA RAO,M,IND,677,0.09%,733191,1270532,745023,58.64%,14,0,OTHERS
275,1996,ANDHRA PRADESH,GUNTUR,Y G RAMA MOHANA RAO,M,IND,647,0.09%,733191,1270532,745023,58.64%,15,0,OTHERS
276,1996,ANDHRA PRADESH,GUNTUR,RAJANALA RAM KRISHNA,M,IND,567,0.08%,733191,1270532,745023,58.64%,16,0,OTHERS
277,1996,ANDHRA PRADESH,GUNTUR,KOMMALAPATY SESHAGIRI RAO,M,IND,509,0.07%,733191,1270532,745023,58.64%,17,0,OTHERS
278,1996,ANDHRA PRADESH,GUNTUR,MD GHOUSE BASHA,M,IND,506,0.07%,733191,1270532,745023,58.64%,18,0,OTHERS
279,1996,ANDHRA PRADESH,GUNTUR,ABBARAJU SUBRAHMANYAM,M,IND,496,0.07%,733191,1270532,745023,58.64%,19,0,OTHERS
280,1996,ANDHRA PRADESH,GUNTUR,N V SAMBASIVA RAO,M,IND,491,0.07%,733191,1270532,745023,58.64%,20,0,OTHERS
281,1996,ANDHRA PRADESH,GUNTUR,V KOTESWARA RAO,M,IND,471,0.06%,733191,1270532,745023,58.64%,21,0,OTHERS
282,1996,ANDHRA PRADESH,GUNTUR,V RAMAIAH CHOUDARY,M,IND,453,0.06%,733191,1270532,745023,58.64%,22,0,OTHERS
283,1996,ANDHRA PRADESH,GUNTUR,MUDDABOINA ANJANEYULU,M,IND,368,0.05%,733191,1270532,745023,58.64%,23,0,OTHERS
284,1996,ANDHRA PRADESH,GUNTUR,PUSUPULETI VENKATESWARLU,M,IND,324,0.04%,733191,1270532,745023,58.64%,24,0,OTHERS
285,1996,ANDHRA PRADESH,GUNTUR,BHATHULA MOHAN RAO,M,IND,312,0.04%,733191,1270532,745023,58.64%,25,0,OTHERS
286,1996,ANDHRA PRADESH,GUNTUR,V VENKATESWARA RAO,M,IND,290,0.04%,733191,1270532,745023,58.64%,26,0,OTHERS
287,1996,ANDHRA PRADESH,GUNTUR,KANCHERLLA NAGESWARA RAO,M,IND,278,0.04%,733191,1270532,745023,58.64%,27,0,OTHERS
288,1996,ANDHRA PRADESH,GUNTUR,V HARSHAVARDHAN,M,IND,268,0.04%,733191,1270532,745023,58.64%,28,0,OTHERS
289,1996,ANDHRA PRADESH,GUNTUR,CHERUKURI KONDAIAH,M,IND,266,0.04%,733191,1270532,745023,58.64%,29,0,OTHERS
290,1996,ANDHRA PRADESH,GUNTUR,S G GOPALA RAO,M,IND,248,0.03%,733191,1270532,745023,58.64%,30,0,OTHERS
291,1996,ANDHRA PRADESH,GUNTUR,VENKATA RAO M,M,IND,242,0.03%,733191,1270532,745023,58.64%,31,0,OTHERS
292,1996,ANDHRA PRADESH,GUNTUR,KOTESWARA RAO DAVULURI,M,IND,141,0.02%,733191,1270532,745023,58.64%,32,0,OTHERS
293,1996,ANDHRA PRADESH,BAPATLA,UMMAREDDY VENKATESWARLU,M,TDP,276064,41.51%,665086,1073890,675719,62.92%,1,1,NATIONAL FRONT
294,1996,ANDHRA PRADESH,BAPATLA,VIJAYA PRAD ARYA,F,INC,267802,40.27%,665086,1073890,675719,62.92%,2,0,OTHERS
295,1996,ANDHRA PRADESH,BAPATLA,LAAVU RATHAIAH,M,NTRTDP(LP),98554,14.82%,665086,1073890,675719,62.92%,3,0,OTHERS
296,1996,ANDHRA PRADESH,BAPATLA,VEMULA MOHANA RAO,M,BJP,6588,0.99%,665086,1073890,675719,62.92%,4,0,BJP
297,1996,ANDHRA PRADESH,BAPATLA,MECHANIC NAIDU,M,IND,2834,0.43%,665086,1073890,675719,62.92%,5,0,OTHERS
298,1996,ANDHRA PRADESH,BAPATLA,BONIGALA PREMA PAUL,M,IND,1242,0.19%,665086,1073890,675719,62.92%,6,0,OTHERS
299,1996,ANDHRA PRADESH,BAPATLA,TELLA BENJIMAN,M,IND,1223,0.18%,665086,1073890,675719,62.92%,7,0,OTHERS
300,1996,ANDHRA PRADESH,BAPATLA,K RAMESH BABU,M,IND,961,0.14%,665086,1073890,675719,62.92%,8,0,OTHERS
301,1996,ANDHRA PRADESH,BAPATLA,N RAVI KUMAR,M,IND,720,0.11%,665086,1073890,675719,62.92%,9,0,OTHERS
302,1996,ANDHRA PRADESH,BAPATLA,V HARI PRASAD,M,IND,641,0.10%,665086,1073890,675719,62.92%,10,0,OTHERS
303,1996,ANDHRA PRADESH,BAPATLA,FIROJ GANDHI PATTAN,M,AIIC(T),615,0.09%,665086,1073890,675719,62.92%,11,0,OTHERS
304,1996,ANDHRA PRADESH,BAPATLA,K YOBU RAO,M,IND,603,0.09%,665086,1073890,675719,62.92%,12,0,OTHERS
305,1996,ANDHRA PRADESH,BAPATLA,D SAMBASIVA RAO,M,IND,549,0.08%,665086,1073890,675719,62.92%,13,0,OTHERS
306,1996,ANDHRA PRADESH,BAPATLA,PANDITI RAMASWAMY,M,IND,501,0.08%,665086,1073890,675719,62.92%,14,0,OTHERS
307,1996,ANDHRA PRADESH,BAPATLA,T KISHORE,M,IND,484,0.07%,665086,1073890,675719,62.92%,15,0,OTHERS
308,1996,ANDHRA PRADESH,BAPATLA,R SANGEETHA RAO,M,SHSP,470,0.07%,665086,1073890,675719,62.92%,16,0,OTHERS
309,1996,ANDHRA PRADESH,BAPATLA,I LAKSHMANA RAO,M,IND,470,0.07%,665086,1073890,675719,62.92%,16,0,OTHERS
310,1996,ANDHRA PRADESH,BAPATLA,ANNAVARAPU ANKA RAO,M,IND,408,0.06%,665086,1073890,675719,62.92%,18,0,OTHERS
311,1996,ANDHRA PRADESH,BAPATLA,VEJENDLA DAVID,M,IND,395,0.06%,665086,1073890,675719,62.92%,19,0,OTHERS
312,1996,ANDHRA PRADESH,BAPATLA,ADY RAVI,M,IND,377,0.06%,665086,1073890,675719,62.92%,20,0,OTHERS
313,1996,ANDHRA PRADESH,BAPATLA,SOGA KUSALAVU,M,IND,373,0.06%,665086,1073890,675719,62.92%,21,0,OTHERS
314,1996,ANDHRA PRADESH,BAPATLA,T SAMPATH KUMAR,M,IND,345,0.05%,665086,1073890,675719,62.92%,22,0,OTHERS
315,1996,ANDHRA PRADESH,BAPATLA,P RAMANANDHA SASTRY,M,IND,339,0.05%,665086,1073890,675719,62.92%,23,0,OTHERS
316,1996,ANDHRA PRADESH,BAPATLA,SREENIVAS TAMWADA,M,HPP,332,0.05%,665086,1073890,675719,62.92%,24,0,OTHERS
317,1996,ANDHRA PRADESH,BAPATLA,P BASAVESWARA RAO,M,IND,328,0.05%,665086,1073890,675719,62.92%,25,0,OTHERS
318,1996,ANDHRA PRADESH,BAPATLA,GANJI SHANKARA RAO,M,IND,311,0.05%,665086,1073890,675719,62.92%,26,0,OTHERS
319,1996,ANDHRA PRADESH,BAPATLA,SREENIVASA RAO D,M,IND,302,0.05%,665086,1073890,675719,62.92%,27,0,OTHERS
320,1996,ANDHRA PRADESH,BAPATLA,CH KOTAM RAJU,M,IND,261,0.04%,665086,1073890,675719,62.92%,28,0,OTHERS
321,1996,ANDHRA PRADESH,BAPATLA,UMMAREDDY JANAKI RAM,M,IND,213,0.03%,665086,1073890,675719,62.92%,29,0,OTHERS
322,1996,ANDHRA PRADESH,BAPATLA,G RAMA MURTHY,M,IND,213,0.03%,665086,1073890,675719,62.92%,29,0,OTHERS
323,1996,ANDHRA PRADESH,BAPATLA,PN MANOHARA LOHIA,M,IND,203,0.03%,665086,1073890,675719,62.92%,31,0,OTHERS
324,1996,ANDHRA PRADESH,BAPATLA,PEETA VENKATA RAMANA,M,IND,146,0.02%,665086,1073890,675719,62.92%,32,0,OTHERS
325,1996,ANDHRA PRADESH,BAPATLA,P VENKATA RAMANA,M,IND,134,0.02%,665086,1073890,675719,62.92%,33,0,OTHERS
326,1996,ANDHRA PRADESH,BAPATLA,ALAPATI LAKSHMI SATYANARAYANA,M,IND,85,0.01%,665086,1073890,675719,62.92%,34,0,OTHERS
327,1996,ANDHRA PRADESH,NARASARAOPET,SAIDAIAH KOTA,M,TDP,316360,44.28%,714455,1274459,728500,57.16%,1,1,NATIONAL FRONT
328,1996,ANDHRA PRADESH,NARASARAOPET,K V KRISHNA REDDY,M,INC,297402,41.63%,714455,1274459,728500,57.16%,2,0,OTHERS
329,1996,ANDHRA PRADESH,NARASARAOPET,K PEDA PERI REDDY,M,NTRTDP(LP),47100,6.59%,714455,1274459,728500,57.16%,3,0,OTHERS
330,1996,ANDHRA PRADESH,NARASARAOPET,SRIHARI RAO MUVVALA,M,BJP,19327,2.71%,714455,1274459,728500,57.16%,4,0,BJP
331,1996,ANDHRA PRADESH,NARASARAOPET,D CHANDRASEKHARA RAO,M,IND,6765,0.95%,714455,1274459,728500,57.16%,5,0,OTHERS
332,1996,ANDHRA PRADESH,NARASARAOPET,MADA SIVAJI,M,IND,4632,0.65%,714455,1274459,728500,57.16%,6,0,OTHERS
333,1996,ANDHRA PRADESH,NARASARAOPET,K SUNDARA RAO,M,IND,2145,0.30%,714455,1274459,728500,57.16%,7,0,OTHERS
334,1996,ANDHRA PRADESH,NARASARAOPET,K SRINIVASA RAO,M,IND,1725,0.24%,714455,1274459,728500,57.16%,8,0,OTHERS
335,1996,ANDHRA PRADESH,NARASARAOPET,KV RAMANAIAH CHOWDARY,M,IND,1706,0.24%,714455,1274459,728500,57.16%,9,0,OTHERS
336,1996,ANDHRA PRADESH,NARASARAOPET,D EDUKONDALU,M,IND,1447,0.20%,714455,1274459,728500,57.16%,10,0,OTHERS
337,1996,ANDHRA PRADESH,NARASARAOPET,G SAMBAIAH,M,IND,1319,0.18%,714455,1274459,728500,57.16%,11,0,OTHERS
338,1996,ANDHRA PRADESH,NARASARAOPET,K VENKATESWARLU,M,IND,1155,0.16%,714455,1274459,728500,57.16%,12,0,OTHERS
339,1996,ANDHRA PRADESH,NARASARAOPET,G EDUKONDALFI YADAV,M,IND,1119,0.16%,714455,1274459,728500,57.16%,13,0,OTHERS
340,1996,ANDHRA PRADESH,NARASARAOPET,D SUBBA RAO,M,IND,928,0.13%,714455,1274459,728500,57.16%,14,0,OTHERS
341,1996,ANDHRA PRADESH,NARASARAOPET,BABAVALI SHAIK,M,IND,831,0.12%,714455,1274459,728500,57.16%,15,0,OTHERS
342,1996,ANDHRA PRADESH,NARASARAOPET,KATTA RAMULU,M,IND,815,0.11%,714455,1274459,728500,57.16%,16,0,OTHERS
343,1996,ANDHRA PRADESH,NARASARAOPET,SHAIK MAHAMMAD MANZUR,M,IND,769,0.11%,714455,1274459,728500,57.16%,17,0,OTHERS
344,1996,ANDHRA PRADESH,NARASARAOPET,TH PRASADA RAO,M,IND,762,0.11%,714455,1274459,728500,57.16%,18,0,OTHERS
345,1996,ANDHRA PRADESH,NARASARAOPET,A SOLMAN ZUDSON,M,IND,741,0.10%,714455,1274459,728500,57.16%,19,0,OTHERS
