id,year,statename,lcname,candidate,sex,age,category,party,general,postal,total,electors,polled,rank,win,alliance
211,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,MEENACHI SUNDARAM V,M,34,GEN,IND,80,0,80,254558,174015,24,0,OTHERS
212,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,YUVARAJ S,M,27,SC,IND,73,0,73,254558,174015,25,0,OTHERS
213,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,CHANDRASEKAR K,M,42,SC,IND,73,0,73,254558,174015,25,0,OTHERS
214,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,PONRAJ P,M,45,GEN,IND,72,0,72,254558,174015,27,0,OTHERS
215,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,ABRAHAM RAJAMOHAN.R,M,68,GEN,PPIS,68,0,68,254558,174015,28,0,OTHERS
216,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,PRAVINA G,F,43,SC,IND,63,0,63,254558,174015,29,0,OTHERS
217,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,GAJENDRAN P,M,34,GEN,IND,63,0,63,254558,174015,29,0,OTHERS
218,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,SWAMY A.K,M,50,GEN,IND,61,0,61,254558,174015,31,0,OTHERS
219,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,JAGADISHWARAREDDY K,M,54,GEN,IND,57,0,57,254558,174015,32,0,OTHERS
220,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,DURAIVEL V,M,43,SC,IND,57,0,57,254558,174015,32,0,OTHERS
221,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,SUBASH BABU M,M,40,GEN,AUK,55,0,55,254558,174015,34,0,OTHERS
222,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,MURUGAN M.R.,M,36,GEN,JJ,52,0,52,254558,174015,35,0,OTHERS
223,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,PRAKASH S,M,37,GEN,IND,48,0,48,254558,174015,36,0,OTHERS
224,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,BASKARAN N,M,39,SC,IND,48,0,48,254558,174015,36,0,OTHERS
225,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,SURESHKUMAR S,M,33,SC,MKAT,42,0,42,254558,174015,38,0,OTHERS
226,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,SHANMUGANANDHAM M,M,29,GEN,VTIP,42,0,42,254558,174015,38,0,OTHERS
227,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,SEKAR S,M,43,GEN,IND,37,0,37,254558,174015,40,0,OTHERS
228,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,RAJU R.S,M,47,GEN,IND,35,0,35,254558,174015,41,0,OTHERS
229,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,THANGAVEL V,M,42,GEN,IND,35,0,35,254558,174015,41,0,OTHERS
230,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,BASKAR P,M,34,GEN,IND,31,0,31,254558,174015,43,0,OTHERS
231,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,MEGAVANAN I,M,30,GEN,IND,29,0,29,254558,174015,44,0,OTHERS
232,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,RAJ L,M,41,GEN,IND,28,0,28,254558,174015,45,0,OTHERS
233,2016,Tamil Nadu,Dr.Radhakrishnan Nagar,RAMESH R,M,28,GEN,IND,20,0,20,254558,174015,46,0,OTHERS
234,2016,Tamil Nadu,Perambur,P VETRIVEL,M,55,GEN,ADMK,79818,156,79974,290522,188681,1,1,AIADMK
235,2016,Tamil Nadu,Perambur,N R DHANAPALAN,M,64,GEN,DMK,78904,551,79455,290522,188681,2,0,DMK
236,2016,Tamil Nadu,Perambur,A SOUNDARA RAJAN,M,69,GEN,CPM,10240,41,10281,290522,188681,3,0,OTHERS
237,2016,Tamil Nadu,Perambur,PRAKASH R,M,52,GEN,BJP,4573,9,4582,290522,188681,4,0,NDA
238,2016,Tamil Nadu,Perambur,M.VENKATESH  PERUMAL,M,47,GEN,PMK,3677,8,3685,290522,188681,5,0,OTHERS
239,2016,Tamil Nadu,Perambur,S VETRI THAMIZHAN,M,30,GEN,NTK,3232,4,3236,290522,188681,6,0,OTHERS
240,2016,Tamil Nadu,Perambur,None of the Above,,,,NOTA,3162,5,3167,290522,188681,7,0,OTHERS
241,2016,Tamil Nadu,Perambur,S SURESH,M,30,GEN,YSP,387,0,387,290522,188681,8,0,OTHERS
242,2016,Tamil Nadu,Perambur,N RAJ,M,43,SC,BSP,362,1,363,290522,188681,9,0,OTHERS
243,2016,Tamil Nadu,Perambur,J PRAVEEN KUMAR,M,33,GEN,IND,319,0,319,290522,188681,10,0,OTHERS
244,2016,Tamil Nadu,Perambur,R SARAVANA PERUMAL,M,42,GEN,IND,304,0,304,290522,188681,11,0,OTHERS
245,2016,Tamil Nadu,Perambur,P SARAVANAN,M,36,GEN,IND,249,0,249,290522,188681,12,0,OTHERS
246,2016,Tamil Nadu,Perambur,D SUNDARA RAMAN,M,40,GEN,IND,248,0,248,290522,188681,13,0,OTHERS
247,2016,Tamil Nadu,Perambur,S VENGADESAN,M,54,GEN,SHS,230,0,230,290522,188681,14,0,OTHERS
248,2016,Tamil Nadu,Perambur,L SUSITHRA,F,40,GEN,IND,215,0,215,290522,188681,15,0,OTHERS
249,2016,Tamil Nadu,Perambur,G KOTHANDAN,M,61,GEN,IND,212,0,212,290522,188681,16,0,OTHERS
250,2016,Tamil Nadu,Perambur,R KARTHIKEYAN,M,45,GEN,IND,163,0,163,290522,188681,17,0,OTHERS
251,2016,Tamil Nadu,Perambur,G.R.MOHAMMED YOUSUFF,M,68,GEN,IND,161,0,161,290522,188681,18,0,OTHERS
252,2016,Tamil Nadu,Perambur,S MOHAN,M,47,GEN,IND,158,0,158,290522,188681,19,0,OTHERS
253,2016,Tamil Nadu,Perambur,N VIJI,M,42,SC,IND,158,0,158,290522,188681,19,0,OTHERS
254,2016,Tamil Nadu,Perambur,A SIVARAJALINGAM,M,31,GEN,IND,121,0,121,290522,188681,21,0,OTHERS
255,2016,Tamil Nadu,Perambur,P RAJA,M,43,GEN,IND,118,0,118,290522,188681,22,0,OTHERS
256,2016,Tamil Nadu,Perambur,A MANIVANNAN,M,41,SC,IND,115,0,115,290522,188681,23,0,OTHERS
257,2016,Tamil Nadu,Perambur,M MAHENDRAN,M,42,SC,MKAT,100,0,100,290522,188681,24,0,OTHERS
258,2016,Tamil Nadu,Perambur,K. KAMARAJ,M,39,GEN,IND,100,0,100,290522,188681,24,0,OTHERS
259,2016,Tamil Nadu,Perambur,V SUBRAMANI,M,52,GEN,IND,83,0,83,290522,188681,26,0,OTHERS
260,2016,Tamil Nadu,Perambur,S JAYARAJ,M,32,GEN,IND,80,0,80,290522,188681,27,0,OTHERS
261,2016,Tamil Nadu,Perambur,B KUMARAN,M,41,GEN,IND,75,0,75,290522,188681,28,0,OTHERS
262,2016,Tamil Nadu,Perambur,K.MALLIKA,F,56,GEN,AIWUP,72,0,72,290522,188681,29,0,OTHERS
263,2016,Tamil Nadu,Perambur,S PARTHIBAN,M,33,GEN,IND,64,0,64,290522,188681,30,0,OTHERS
264,2016,Tamil Nadu,Perambur,S NARENDRA KUMAR,M,25,SC,IND,55,0,55,290522,188681,31,0,OTHERS
265,2016,Tamil Nadu,Perambur,K VASANTHA KUMARI,F,47,GEN,LJP,54,0,54,290522,188681,32,0,OTHERS
266,2016,Tamil Nadu,Perambur,R MANIKANDAN,M,37,GEN,IND,51,0,51,290522,188681,33,0,OTHERS
267,2016,Tamil Nadu,Perambur,P NARAYANASAMI,M,44,GEN,IND,46,0,46,290522,188681,34,0,OTHERS
268,2016,Tamil Nadu,Kolathur,STALIN.M.K,M,63,GEN,DMK,90534,769,91303,259843,168308,1,1,DMK
269,2016,Tamil Nadu,Kolathur,PRABHAKAR.J.C.D,M,64,GEN,ADMK,53333,240,53573,259843,168308,2,0,AIADMK
270,2016,Tamil Nadu,Kolathur,MATHIVANAN.P,M,33,GEN,DMDK,6252,24,6276,259843,168308,3,0,MMK
271,2016,Tamil Nadu,Kolathur,RAGHAVAN.K.T,M,45,GEN,BJP,5267,22,5289,259843,168308,4,0,NDA
272,2016,Tamil Nadu,Kolathur,None of the Above,,,,NOTA,3538,16,3554,259843,168308,5,0,OTHERS
273,2016,Tamil Nadu,Kolathur,GOPAL.S,M,46,GEN,PMK,3011,11,3022,259843,168308,6,0,OTHERS
274,2016,Tamil Nadu,Kolathur,XAVIER FELIX.S,M,56,GEN,NTK,2820,7,2827,259843,168308,7,0,OTHERS
275,2016,Tamil Nadu,Kolathur,SHAJINI.M,F,26,SC,IND,524,1,525,259843,168308,8,0,OTHERS
276,2016,Tamil Nadu,Kolathur,VELAN.C,M,40,SC,BSP,438,0,438,259843,168308,9,0,OTHERS
277,2016,Tamil Nadu,Kolathur,ASHOK KUMAR.S,M,37,SC,VTIP,256,0,256,259843,168308,10,0,OTHERS
278,2016,Tamil Nadu,Kolathur,SIVASHANKAR.R,M,34,GEN,IND,202,0,202,259843,168308,11,0,OTHERS
279,2016,Tamil Nadu,Kolathur,SEETHA MALLAR,F,43,SC,IND,201,0,201,259843,168308,12,0,OTHERS
280,2016,Tamil Nadu,Kolathur,PRAKASH.M,M,42,GEN,IND,127,0,127,259843,168308,13,0,OTHERS
281,2016,Tamil Nadu,Kolathur,SATHYANARAYANAN.G,M,33,GEN,YSP,112,0,112,259843,168308,14,0,OTHERS
282,2016,Tamil Nadu,Kolathur,STALINKUMAR.A,M,38,SC,IND,83,0,83,259843,168308,15,0,OTHERS
283,2016,Tamil Nadu,Kolathur,VIJAYAKUMARI.V,F,40,GEN,RPI(A),65,0,65,259843,168308,16,0,OTHERS
284,2016,Tamil Nadu,Kolathur,ARAVIND.A,M,28,SC,IND,62,0,62,259843,168308,17,0,OTHERS
285,2016,Tamil Nadu,Kolathur,MOHANRAJ.J,M,64,GEN,JJ,60,0,60,259843,168308,18,0,OTHERS
286,2016,Tamil Nadu,Kolathur,VASANTHA KUMAR.M,M,37,GEN,VBMP,60,0,60,259843,168308,18,0,OTHERS
287,2016,Tamil Nadu,Kolathur,RAGAVANAYAGAM.G,M,42,SC,IND,59,0,59,259843,168308,20,0,OTHERS
288,2016,Tamil Nadu,Kolathur,KARTHICK.S,M,27,GEN,IND,51,0,51,259843,168308,21,0,OTHERS
289,2016,Tamil Nadu,Kolathur,CHARAVANAN.M.P,M,55,GEN,IND,48,0,48,259843,168308,22,0,OTHERS
290,2016,Tamil Nadu,Kolathur,MURALI VINODH.M,M,33,SC,IND,42,0,42,259843,168308,23,0,OTHERS
291,2016,Tamil Nadu,Kolathur,DEVAKUMARAN.A,M,34,GEN,IND,37,0,37,259843,168308,24,0,OTHERS
292,2016,Tamil Nadu,Kolathur,SUBBIAH.J,M,43,GEN,IND,36,0,36,259843,168308,25,0,OTHERS
293,2016,Tamil Nadu,Villivakkam,B. RANGANATHAN,M,65,GEN,DMK,65400,572,65972,250657,150084,1,1,DMK
294,2016,Tamil Nadu,Villivakkam,THADI M.RAJU,M,68,GEN,ADMK,56436,215,56651,250657,150084,2,0,AIADMK
295,2016,Tamil Nadu,Villivakkam,T.PANDIYAN,M,40,GEN,DMDK,8202,32,8234,250657,150084,3,0,MMK
296,2016,Tamil Nadu,Villivakkam,M.JAISHANKAR,M,43,GEN,BJP,6399,39,6438,250657,150084,4,0,NDA
297,2016,Tamil Nadu,Villivakkam,G.V.SUBRAMANIYAN,M,40,GEN,PMK,4171,22,4193,250657,150084,5,0,OTHERS
298,2016,Tamil Nadu,Villivakkam,None of the Above,,,,NOTA,3386,23,3409,250657,150084,6,0,OTHERS
299,2016,Tamil Nadu,Villivakkam,A.VAGAI VENTHAN,M,36,GEN,NTK,2990,12,3002,250657,150084,7,0,OTHERS
300,2016,Tamil Nadu,Villivakkam,K.M.SUCHARITHA,F,37,GEN,YSP,950,2,952,250657,150084,8,0,OTHERS
301,2016,Tamil Nadu,Villivakkam,A.PALANIVEL,M,43,GEN,BSP,366,3,369,250657,150084,9,0,OTHERS
302,2016,Tamil Nadu,Villivakkam,S.RANJITHKUMAR,M,27,GEN,IND,243,1,244,250657,150084,10,0,OTHERS
303,2016,Tamil Nadu,Villivakkam,J JAGADESH,M,36,GEN,VTK,112,1,113,250657,150084,11,0,OTHERS
304,2016,Tamil Nadu,Villivakkam,B.MOHAMED IQBAL BASHA,M,26,GEN,IND,111,0,111,250657,150084,12,0,OTHERS
305,2016,Tamil Nadu,Villivakkam,VILLIVAKKAM G.ASHOK KUMAR,M,36,GEN,IND,90,1,91,250657,150084,13,0,OTHERS
306,2016,Tamil Nadu,Villivakkam,R.K.RAVICHANDRAN,M,52,GEN,IND,80,0,80,250657,150084,14,0,OTHERS
307,2016,Tamil Nadu,Villivakkam,M.GUNASEKARAN,M,54,GEN,IND,70,1,71,250657,150084,15,0,OTHERS
308,2016,Tamil Nadu,Villivakkam,C.PANDIYAN,M,30,GEN,IND,66,0,66,250657,150084,16,0,OTHERS
309,2016,Tamil Nadu,Villivakkam,S.KANDASAMY,M,51,GEN,IND,50,2,52,250657,150084,17,0,OTHERS
310,2016,Tamil Nadu,Villivakkam,D.ELAVARASAN,M,43,GEN,IND,36,0,36,250657,150084,18,0,OTHERS
311,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,SIVAKUMAR P @ THAYAGAM KAVI,M,51,SC,DMK,61380,364,61744,214976,136450,1,1,DMK
312,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,NEELAKANDAN V,M,68,SC,ADMK,58241,181,58422,214976,136450,2,0,AIADMK
313,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,SUGANTHI,F,48,SC,CPM,5678,24,5702,214976,136450,3,0,OTHERS
314,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,None of the Above,,,,NOTA,2674,11,2685,214976,136450,4,0,OTHERS
315,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,VANITHAMANI D,F,49,SC,PMK,2049,7,2056,214976,136450,5,0,OTHERS
316,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,GOWRI,F,45,SC,NTK,1826,5,1831,214976,136450,6,0,OTHERS
317,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,PUSHPARAJ,M,25,SC,SDPI,923,2,925,214976,136450,7,0,OTHERS
318,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,CHANDRASEKAR,M,36,SC,IJK,482,0,482,214976,136450,8,0,NDA
319,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,SATHISH S,M,35,SC,BSP,467,1,468,214976,136450,9,0,OTHERS
320,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,NEELAKANDAN  G,M,35,SC,IND,327,1,328,214976,136450,10,0,OTHERS
321,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,KARUNANIDHI K,M,62,SC,IND,224,0,224,214976,136450,11,0,OTHERS
322,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,YUVARAJ V,M,29,SC,SHS,201,0,201,214976,136450,12,0,OTHERS
323,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,SHEELA BASKARAN,F,52,SC,IND,171,0,171,214976,136450,13,0,OTHERS
324,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,NAGESHRAO R,M,46,SC,RPI(A),165,0,165,214976,136450,14,0,OTHERS
325,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,PRABHAKARAN K,M,33,SC,MKAT,157,0,157,214976,136450,15,0,OTHERS
326,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,PUVINTHAN S,M,32,SC,IND,144,0,144,214976,136450,16,0,OTHERS
327,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,SURESH BABU S,M,31,SC,IND,135,0,135,214976,136450,17,0,OTHERS
328,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,VASANTHAKUMAR M,M,29,SC,IND,134,0,134,214976,136450,18,0,OTHERS
329,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,VENUGOPAL S,M,28,SC,IND,126,1,127,214976,136450,19,0,OTHERS
330,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,SULOCHANA S,F,36,SC,YSP,110,0,110,214976,136450,20,0,OTHERS
331,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,SUNDAR,M,37,SC,IND,96,0,96,214976,136450,21,0,OTHERS
332,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,KOLANJI,M,46,SC,IND,91,0,91,214976,136450,22,0,OTHERS
333,2016,Tamil Nadu,Thiru-Vi-Ka-Nagar,MOORHI G,M,64,SC,IND,52,0,52,214976,136450,23,0,OTHERS
334,2016,Tamil Nadu,Egmore,RAVICHANDRAN K.S,M,45,SC,DMK,54578,482,55060,191494,120635,1,1,DMK
335,2016,Tamil Nadu,Egmore,PARITHI ELLAMVAZHUTHI E,M,56,SC,ADMK,43951,430,44381,191494,120635,2,0,AIADMK
336,2016,Tamil Nadu,Egmore,VENKATESAN M,M,36,SC,BJP,7147,12,7159,191494,120635,3,0,NDA
337,2016,Tamil Nadu,Egmore,PRABHU T,M,35,SC,DMDK,6287,34,6321,191494,120635,4,0,MMK
338,2016,Tamil Nadu,Egmore,None of the Above,,,,NOTA,2831,9,2840,191494,120635,5,0,OTHERS
339,2016,Tamil Nadu,Egmore,RAJENDRAN A,M,40,SC,PMK,1784,30,1814,191494,120635,6,0,OTHERS
340,2016,Tamil Nadu,Egmore,JAYALAKSHMI I,F,28,SC,NTK,1440,10,1450,191494,120635,7,0,OTHERS
341,2016,Tamil Nadu,Egmore,EZHILARASAN I,M,29,SC,BSP,252,3,255,191494,120635,8,0,OTHERS
342,2016,Tamil Nadu,Egmore,BALASUNDARAM M,M,79,SC,IND,255,0,255,191494,120635,8,0,OTHERS
343,2016,Tamil Nadu,Egmore,NAGARAJAN M,M,40,SC,IND,192,0,192,191494,120635,10,0,OTHERS
344,2016,Tamil Nadu,Egmore,VENKATACHALAM V,M,27,SC,YSP,179,0,179,191494,120635,11,0,OTHERS
345,2016,Tamil Nadu,Egmore,GUNASEKAR N,M,26,SC,IND,128,0,128,191494,120635,12,0,OTHERS
346,2016,Tamil Nadu,Egmore,ASHOK A,M,56,SC,SHS,103,0,103,191494,120635,13,0,OTHERS
347,2016,Tamil Nadu,Egmore,MUKUNTHAN J,M,26,SC,IND,96,1,97,191494,120635,14,0,OTHERS
348,2016,Tamil Nadu,Egmore,SELVAM I,M,49,SC,IND,79,0,79,191494,120635,15,0,OTHERS
349,2016,Tamil Nadu,Egmore,KUBENDRAN S,M,32,SC,MKAT,70,0,70,191494,120635,16,0,OTHERS
350,2016,Tamil Nadu,Egmore,CHANDRAKALA J,F,37,SC,JASD,54,0,54,191494,120635,17,0,OTHERS
351,2016,Tamil Nadu,Egmore,DHATCHAYANI M,F,41,SC,IND,52,0,52,191494,120635,18,0,OTHERS
352,2016,Tamil Nadu,Egmore,ARUN KUMAR A,M,47,SC,IND,38,1,39,191494,120635,19,0,OTHERS
353,2016,Tamil Nadu,Egmore,PRASATH S,M,31,SC,IND,36,0,36,191494,120635,20,0,OTHERS
354,2016,Tamil Nadu,Egmore,RAJASEKAR S,M,26,SC,IND,36,0,36,191494,120635,20,0,OTHERS
355,2016,Tamil Nadu,Egmore,JAYARAJ S,M,29,SC,IND,35,0,35,191494,120635,22,0,OTHERS
356,2016,Tamil Nadu,Royapuram,JAYAKUMAR D,M,55,GEN,ADMK,54771,434,55205,192283,122117,1,1,AIADMK
357,2016,Tamil Nadu,Royapuram,MANOHAR R,M,50,GEN,INC,46832,342,47174,192283,122117,2,0,DMK
358,2016,Tamil Nadu,Royapuram,SYED RAFI BASHA H,M,37,GEN,SDPI,4342,3,4345,192283,122117,3,0,OTHERS
359,2016,Tamil Nadu,Royapuram,JEMELAA M R,F,42,GEN,BJP,3549,13,3562,192283,122117,4,0,NDA
360,2016,Tamil Nadu,Royapuram,BIJU CHACKO,M,47,GEN,TMC(M),3171,20,3191,192283,122117,5,0,MMK
361,2016,Tamil Nadu,Royapuram,ANANDA RAJ B,M,36,GEN,NTK,2376,11,2387,192283,122117,6,0,OTHERS
362,2016,Tamil Nadu,Royapuram,None of the Above,,,,NOTA,2339,9,2348,192283,122117,7,0,OTHERS
363,2016,Tamil Nadu,Royapuram,PERUMAL T S,M,62,GEN,PMK,2106,20,2126,192283,122117,8,0,OTHERS
364,2016,Tamil Nadu,Royapuram,SELVAN P,M,26,GEN,IND,377,1,378,192283,122117,9,0,OTHERS
365,2016,Tamil Nadu,Royapuram,VIJAYAVELMURUGAN T,M,63,GEN,IND,363,1,364,192283,122117,10,0,OTHERS
366,2016,Tamil Nadu,Royapuram,RUBALINGAM K,M,31,SC,BSP,300,0,300,192283,122117,11,0,OTHERS
367,2016,Tamil Nadu,Royapuram,PURUSHOTHAMAN P P,M,35,GEN,IND,282,0,282,192283,122117,12,0,OTHERS
368,2016,Tamil Nadu,Royapuram,GANESH PRABHU P,M,28,GEN,IND,138,0,138,192283,122117,13,0,OTHERS
369,2016,Tamil Nadu,Royapuram,DHANASEKARAN G,M,45,GEN,IND,88,0,88,192283,122117,14,0,OTHERS
370,2016,Tamil Nadu,Royapuram,DAVID K,M,27,GEN,IND,68,1,69,192283,122117,15,0,OTHERS
371,2016,Tamil Nadu,Royapuram,RAJARAMAN N,M,61,GEN,IND,57,0,57,192283,122117,16,0,OTHERS
372,2016,Tamil Nadu,Royapuram,SURESH T,M,50,GEN,IND,54,0,54,192283,122117,17,0,OTHERS
373,2016,Tamil Nadu,Royapuram,SATHYANARAYANAN@VANNAI SATHYA,M,49,GEN,IND,49,0,49,192283,122117,18,0,OTHERS
374,2016,Tamil Nadu,Harbour,SEKAR BABU P K,M,53,GEN,DMK,41936,135,42071,188171,104238,1,1,DMK
375,2016,Tamil Nadu,Harbour,SREENIVASAN K S,M,51,GEN,ADMK,37151,84,37235,188171,104238,2,0,AIADMK
376,2016,Tamil Nadu,Harbour,KRISHNAKUMAR NADHANI,M,39,GEN,BJP,13352,5,13357,188171,104238,3,0,NDA
377,2016,Tamil Nadu,Harbour,AMEER HAMSA S,M,45,GEN,SDPI,4157,4,4161,188171,104238,4,0,OTHERS
378,2016,Tamil Nadu,Harbour,None of the Above,,,,NOTA,2099,2,2101,188171,104238,5,0,OTHERS
379,2016,Tamil Nadu,Harbour,MURAD BUHARI B,M,49,GEN,MDMK,1968,2,1970,188171,104238,6,0,MMK
380,2016,Tamil Nadu,Harbour,SURESHKUMAR R,M,41,GEN,PMK,1007,4,1011,188171,104238,7,0,OTHERS
381,2016,Tamil Nadu,Harbour,ANWAR BAIG,M,52,GEN,NTK,902,0,902,188171,104238,8,0,OTHERS
382,2016,Tamil Nadu,Harbour,SIVACHANDRAN P,M,26,GEN,IND,227,0,227,188171,104238,9,0,OTHERS
383,2016,Tamil Nadu,Harbour,NAZEER HUSSAIN S,M,39,GEN,BSP,182,0,182,188171,104238,10,0,OTHERS
384,2016,Tamil Nadu,Harbour,NATHIYA R,F,29,GEN,IND,145,0,145,188171,104238,11,0,OTHERS
385,2016,Tamil Nadu,Harbour,SRINIVASAN R,M,30,GEN,IND,120,0,120,188171,104238,12,0,OTHERS
386,2016,Tamil Nadu,Harbour,ABESAR,M,35,GEN,YSP,120,0,120,188171,104238,12,0,OTHERS
387,2016,Tamil Nadu,Harbour,SRINIVASAN P,M,44,GEN,IND,81,0,81,188171,104238,14,0,OTHERS
388,2016,Tamil Nadu,Harbour,VENKATESAN P,M,46,GEN,IND,74,0,74,188171,104238,15,0,OTHERS
389,2016,Tamil Nadu,Harbour,SAGAYAM G,M,31,GEN,GMI,71,0,71,188171,104238,16,0,OTHERS
390,2016,Tamil Nadu,Harbour,JAYARAJ K,M,42,SC,PPIS,58,0,58,188171,104238,17,0,OTHERS
391,2016,Tamil Nadu,Harbour,NANDAKUMAR D,M,43,GEN,IND,56,0,56,188171,104238,18,0,OTHERS
392,2016,Tamil Nadu,Harbour,RAVI M L,M,52,GEN,DMSK,49,0,49,188171,104238,19,0,OTHERS
393,2016,Tamil Nadu,Harbour,KRISHNAKUMAR G,M,30,SC,IND,48,0,48,188171,104238,20,0,OTHERS
394,2016,Tamil Nadu,Harbour,CHANDRA BOMMU K,M,28,GEN,IND,45,0,45,188171,104238,21,0,OTHERS
395,2016,Tamil Nadu,Harbour,NAZIM,M,46,GEN,IND,35,0,35,188171,104238,22,0,OTHERS
396,2016,Tamil Nadu,Harbour,MAHENDRA KUMAR J,M,54,GEN,IND,32,0,32,188171,104238,23,0,OTHERS
397,2016,Tamil Nadu,Harbour,UVAKUMAR P N,M,43,GEN,IND,31,0,31,188171,104238,24,0,OTHERS
398,2016,Tamil Nadu,Harbour,RAMESH D,M,54,GEN,IND,29,0,29,188171,104238,25,0,OTHERS
399,2016,Tamil Nadu,Harbour,MAGESHKUMAR D,M,37,SC,IND,27,0,27,188171,104238,26,0,OTHERS
400,2016,Tamil Nadu,Chepauk-Thiruvallikeni,J.ANBAZHAGAN,M,57,GEN,DMK,67612,370,67982,230619,143665,1,1,DMK
401,2016,Tamil Nadu,Chepauk-Thiruvallikeni,A.NOORJAHAN,F,44,GEN,ADMK,53626,192,53818,230619,143665,2,0,AIADMK
402,2016,Tamil Nadu,Chepauk-Thiruvallikeni,APN.THAMARAI GAJENDRAN,M,43,GEN,BJP,6258,23,6281,230619,143665,3,0,NDA
403,2016,Tamil Nadu,Chepauk-Thiruvallikeni,V.ABDULLA SAIT,M,38,GEN,DMDK,5490,17,5507,230619,143665,4,0,MMK
404,2016,Tamil Nadu,Chepauk-Thiruvallikeni,None of the Above,,,,NOTA,3477,17,3494,230619,143665,5,0,OTHERS
405,2016,Tamil Nadu,Chepauk-Thiruvallikeni,A.V.A.KASSALI,M,56,GEN,PMK,2494,17,2511,230619,143665,6,0,OTHERS
406,2016,Tamil Nadu,Chepauk-Thiruvallikeni,P.SIVAKUMAR,M,38,SC,NTK,1807,3,1810,230619,143665,7,0,OTHERS
407,2016,Tamil Nadu,Chepauk-Thiruvallikeni,K.MAHENDIRAN,M,26,GEN,IND,372,0,372,230619,143665,8,0,OTHERS
408,2016,Tamil Nadu,Chepauk-Thiruvallikeni,C.RAGHU,M,39,SC,BSP,334,2,336,230619,143665,9,0,OTHERS
409,2016,Tamil Nadu,Chepauk-Thiruvallikeni,PREMKUMAR,M,27,SC,IND,228,0,228,230619,143665,10,0,OTHERS
410,2016,Tamil Nadu,Chepauk-Thiruvallikeni,J.JAYAPRAKASH,M,41,GEN,YSP,223,0,223,230619,143665,11,0,OTHERS
411,2016,Tamil Nadu,Chepauk-Thiruvallikeni,S.VIVEKANANDA,M,66,GEN,IND,174,0,174,230619,143665,12,0,OTHERS
412,2016,Tamil Nadu,Chepauk-Thiruvallikeni,D.SELVARAJ,M,26,GEN,IND,158,0,158,230619,143665,13,0,OTHERS
413,2016,Tamil Nadu,Chepauk-Thiruvallikeni,ABBU MOOSA KHADERI,M,27,GEN,IND,130,0,130,230619,143665,14,0,OTHERS
414,2016,Tamil Nadu,Chepauk-Thiruvallikeni,T.K.SYED SUBAIR,M,49,GEN,IND,126,0,126,230619,143665,15,0,OTHERS
415,2016,Tamil Nadu,Chepauk-Thiruvallikeni,ABID BAKSHQH HUSSAIN,M,39,GEN,RPI(A),119,0,119,230619,143665,16,0,OTHERS
416,2016,Tamil Nadu,Chepauk-Thiruvallikeni,J.ELUMALAI,M,31,GEN,SHS,111,0,111,230619,143665,17,0,OTHERS
417,2016,Tamil Nadu,Chepauk-Thiruvallikeni,M.JAFFER SHATHIK,M,25,GEN,EDP,82,0,82,230619,143665,18,0,OTHERS
