year,statename,lcname,candidate,sex,age,category,party,general,postal,total,electors,polled,rank,win,alliance,
2011,Tamil Nadu,Gummidipoondi,ELUMALAI  S,M,40,GEN,IND,487,0,487,215443,179616,12,0,OTHERS,
2011,Tamil Nadu,Gummidipoondi,SRINIVASAN  D,M,45,SC,BSP,832,3,835,215443,179616,11,0,OTHERS,
2011,Tamil Nadu,Gummidipoondi,SHANMUGAM  P,M,30,GEN,IND,997,0,997,215443,179616,10,0,OTHERS,
2011,Tamil Nadu,Gummidipoondi,SUDHAKAR  M,M,28,GEN,RPI,1228,0,1228,215443,179616,9,0,OTHERS,
2011,Tamil Nadu,Gummidipoondi,RAJA  A,M,39,SC,IND,1411,0,1411,215443,179616,8,0,OTHERS,
2011,Tamil Nadu,Gummidipoondi,ASOKAN  G,M,51,SC,PB,1425,0,1425,215443,179616,7,0,OTHERS,
2011,Tamil Nadu,Gummidipoondi,VELU  N,M,36,GEN,IND,1462,0,1462,215443,179616,6,0,OTHERS,
2011,Tamil Nadu,Gummidipoondi,MUNIKRISHNAN  G,M,43,GEN,JMM,1835,1,1836,215443,179616,5,0,OTHERS,
2011,Tamil Nadu,Gummidipoondi,CHAKRAVARTHI SRIRAMAN B,M,36,GEN,BJP,1877,6,1883,215443,179616,4,0,OTHERS,
2011,Tamil Nadu,Gummidipoondi,SELVAKUMAR  R,M,27,SC,IND,1892,0,1892,215443,179616,3,0,OTHERS,
2011,Tamil Nadu,Gummidipoondi,SEKAR  K  N,M,40,GEN,PMK,68180,272,68452,215443,179616,2,0,DMK,
2011,Tamil Nadu,Gummidipoondi,SEKAR  C  H,M,31,GEN,DMDK,97660,48,97708,215443,179616,1,1,AIADMK,
2011,Tamil Nadu,Thiruvottiyur,"SELVARAJKUMAR, K.R.",M,37,GEN,IND,159,0,159,221495,164716,11,0,OTHERS,
2011,Tamil Nadu,Thiruvottiyur,"KUPPAN, D.",M,29,GEN,IND,164,0,164,221495,164716,10,0,OTHERS,
2011,Tamil Nadu,Thiruvottiyur,"KUPPAN, K.",M,45,GEN,IND,172,0,172,221495,164716,9,0,OTHERS,
2011,Tamil Nadu,Thiruvottiyur,"JOHNSON, S.",M,42,GEN,PB,197,0,197,221495,164716,8,0,OTHERS,
2011,Tamil Nadu,Thiruvottiyur,"TANIKACHALAM, B",M,31,GEN,IND,252,0,252,221495,164716,7,0,OTHERS,
2011,Tamil Nadu,Thiruvottiyur,"UDAIYAR, T.",M,61,GEN,JMM,343,0,343,221495,164716,6,0,OTHERS,
2011,Tamil Nadu,Thiruvottiyur,"SURESH, S.",M,30,GEN,BSP,464,0,464,221495,164716,5,0,OTHERS,
2011,Tamil Nadu,Thiruvottiyur,"PANDIYAN, S.",M,45,GEN,IND,649,0,649,221495,164716,4,0,OTHERS,
2011,Tamil Nadu,Thiruvottiyur,"VENKATAKRISHNAN, V.",M,48,GEN,BJP,1718,1,1719,221495,164716,3,0,OTHERS,
2011,Tamil Nadu,Thiruvottiyur,"SAMY, K.P.P.",M,48,GEN,DMK,66617,36,66653,221495,164716,2,0,DMK,
2011,Tamil Nadu,Thiruvottiyur,"KUPPAN, K.",M,56,GEN,AIADMK,93935,9,93944,221495,164716,1,1,AIADMK,
2011,Tamil Nadu,Modakkurichi,KANAGARAJ K,M,38,GEN,IND,529,0,529,187832,153092,11,0,OTHERS,
2011,Tamil Nadu,Modakkurichi,DURAISAMY V.S,M,60,GEN,IND,540,0,540,187832,153092,10,0,OTHERS,
2011,Tamil Nadu,Modakkurichi,MURUGESAN R,M,47,GEN,IND,602,0,602,187832,153092,9,0,OTHERS,
2011,Tamil Nadu,Modakkurichi,VISWANATHAN M,M,50,SC,IND,721,0,721,187832,153092,8,0,OTHERS,
2011,Tamil Nadu,Modakkurichi,GANESAN S,M,54,SC,IND,1088,0,1088,187832,153092,7,0,OTHERS,
2011,Tamil Nadu,Modakkurichi,VEERAGOPAL R,M,37,SC,IND,1314,0,1314,187832,153092,6,0,OTHERS,
2011,Tamil Nadu,Modakkurichi,GOVANAM THANGAVEL K.S,M,52,GEN,IND,1553,2,1555,187832,153092,5,0,OTHERS,
2011,Tamil Nadu,Modakkurichi,DEVENDIRAN K,M,36,SC,BSP,1989,3,1992,187832,153092,4,0,OTHERS,
2011,Tamil Nadu,Modakkurichi,KATHIRVEL T,M,37,GEN,BJP,8362,14,8376,187832,153092,3,0,OTHERS,
2011,Tamil Nadu,Modakkurichi,PALANISAMI R.M,M,52,GEN,INC,47319,224,47543,187832,153092,2,0,DMK,
2011,Tamil Nadu,Modakkurichi,KITTUSAMY R.N,M,52,GEN,AIADMK,87627,78,87705,187832,153092,1,1,AIADMK,
2011,Tamil Nadu,Modakkurichi,SIVAKUMAR S,M,30,GEN,IND,296,0,296,187832,153092,14,0,OTHERS,
2011,Tamil Nadu,Modakkurichi,KATHIRVEL K.K,M,63,GEN,IND,403,0,403,187832,153092,13,0,OTHERS,
2011,Tamil Nadu,Modakkurichi,THANGAVELU P.S,M,61,GEN,IND,428,0,428,187832,153092,12,0,OTHERS,
2011,Tamil Nadu,Dharapuram(SC),DORAISAMY.D,M,34,SC,IND,789,0,789,205145,162248,7,0,OTHERS,
2011,Tamil Nadu,Dharapuram(SC),SUNDRARASU.A,M,36,SC,IND,1159,0,1159,205145,162248,6,0,OTHERS,
2011,Tamil Nadu,Dharapuram(SC),ARUMUGAM.S,M,32,SC,BSP,1378,0,1378,205145,162248,5,0,OTHERS,
2011,Tamil Nadu,Dharapuram(SC),RAJESH.R,M,27,SC,IND,2882,0,2882,205145,162248,4,0,OTHERS,
2011,Tamil Nadu,Dharapuram(SC),KARUNAKARAN.P,M,55,SC,BJP,3350,3,3353,205145,162248,3,0,OTHERS,
2011,Tamil Nadu,Dharapuram(SC),JAYANTHI.R,F,27,SC,DMK,68359,472,68831,205145,162248,2,0,DMK,
2011,Tamil Nadu,Dharapuram(SC),PONNUSAMY.K,M,57,SC,AIADMK,83806,50,83856,205145,162248,1,1,AIADMK,
2011,Tamil Nadu,Kangayam,MANI.M.R.,M,39,SC,IND,309,0,309,193597,158338,11,0,OTHERS,
2011,Tamil Nadu,Kangayam,SUKUMARAN.N.,M,53,GEN,IND,388,0,388,193597,158338,10,0,OTHERS,
2011,Tamil Nadu,Kangayam,CHELLAMUTHU P,M,63,GEN,IND,427,0,427,193597,158338,9,0,OTHERS,
2011,Tamil Nadu,Kangayam,RAMASAMY.R.,M,39,SC,IND,464,0,464,193597,158338,8,0,OTHERS,
2011,Tamil Nadu,Kangayam,KRISHNAMOORTHI.V.,M,26,SC,IND,525,0,525,193597,158338,7,0,OTHERS,
2011,Tamil Nadu,Kangayam,PERUMAL.K.,M,46,SC,BSP,1129,0,1129,193597,158338,6,0,OTHERS,
2011,Tamil Nadu,Kangayam,PERIYASAMY.P.K.,M,44,GEN,IND,1164,1,1165,193597,158338,5,0,OTHERS,
2011,Tamil Nadu,Kangayam,RAJAMANICKAM.N.,M,40,SC,IND,1802,0,1802,193597,158338,4,0,OTHERS,
2011,Tamil Nadu,Kangayam,PONNUSAMY.C.,M,40,GEN,BJP,1880,4,1884,193597,158338,3,0,OTHERS,
2011,Tamil Nadu,Kangayam,VIDEYAL SEKAR.S.,M,43,GEN,INC,53942,298,54240,193597,158338,2,0,DMK,
2011,Tamil Nadu,Kangayam,NATARAJ.NSN,M,52,GEN,AIADMK,95929,76,96005,193597,158338,1,1,AIADMK,
2011,Tamil Nadu,Perundurai,VENKATACHALAM.N.P,M,38,GEN,IND,925,0,925,178269,149561,7,0,OTHERS,
2011,Tamil Nadu,Perundurai,TAMILARASU.P,M,34,GEN,IND,1026,0,1026,178269,149561,6,0,OTHERS,
2011,Tamil Nadu,Perundurai,ARUMUGAM.K,M,65,GEN,JD(U),1369,2,1371,178269,149561,5,0,OTHERS,
2011,Tamil Nadu,Perundurai,ANTONY PETER.L,M,39,GEN,IND,1461,3,1464,178269,149561,4,0,OTHERS,
2011,Tamil Nadu,Perundurai,ANBAZHAGAN.G,M,31,SC,BSP,2032,1,2033,178269,149561,3,0,OTHERS,
2011,Tamil Nadu,Perundurai,KKC BALU,M,49,GEN,KNMK,47621,172,47793,178269,149561,2,0,DMK,
2011,Tamil Nadu,Perundurai,VENKATACHALAM.N.D,M,47,GEN,AIADMK,89905,55,89960,178269,149561,1,1,AIADMK,
2011,Tamil Nadu,Perundurai,SUBRAMANIAM.P.C,M,56,GEN,IND,406,0,406,178269,149561,15,0,OTHERS,
2011,Tamil Nadu,Perundurai,SRIMATHI.S,F,42,SC,LSP,435,0,435,178269,149561,14,0,OTHERS,
2011,Tamil Nadu,Perundurai,SELVAN.N,M,46,SC,IND,499,1,500,178269,149561,13,0,OTHERS,
2011,Tamil Nadu,Perundurai,RANI.A,F,30,GEN,UMK,529,0,529,178269,149561,12,0,OTHERS,
2011,Tamil Nadu,Perundurai,KANDASAMY.K,M,38,SC,IND,672,0,672,178269,149561,11,0,OTHERS,
2011,Tamil Nadu,Perundurai,TAMILSELVAN.M,M,30,GEN,IJK,778,1,779,178269,149561,10,0,OTHERS,
2011,Tamil Nadu,Perundurai,RAJU.P,M,40,SC,IND,823,0,823,178269,149561,9,0,OTHERS,
2011,Tamil Nadu,Perundurai,THANGAMUTHU.T.V,M,57,GEN,IND,845,0,845,178269,149561,8,0,OTHERS,
2011,Tamil Nadu,Bhavani,SELLAVEL.B.A,M,39,GEN,IND,443,0,443,196163,160496,14,0,OTHERS,
2011,Tamil Nadu,Bhavani,SELLAMUTHU.K,M,31,SC,IND,474,1,475,196163,160496,13,0,OTHERS,
2011,Tamil Nadu,Bhavani,SELVARAJ.M,M,39,SC,IND,677,0,677,196163,160496,12,0,OTHERS,
2011,Tamil Nadu,Bhavani,PALANISAMY.M,M,54,GEN,IND,904,0,904,196163,160496,11,0,OTHERS,
2011,Tamil Nadu,Bhavani,RAVI.A,M,43,GEN,IND,953,1,954,196163,160496,10,0,OTHERS,
2011,Tamil Nadu,Bhavani,ANANTHAMOORTHY.S,M,46,GEN,IND,980,0,980,196163,160496,9,0,OTHERS,
2011,Tamil Nadu,Bhavani,THANGARASU.S,M,41,SC,BSP,1065,0,1065,196163,160496,8,0,OTHERS,
2011,Tamil Nadu,Bhavani,SARAVANAN.K,M,32,GEN,IND,1236,0,1236,196163,160496,7,0,OTHERS,
2011,Tamil Nadu,Bhavani,SATHIYA D,F,33,GEN,IND,1269,1,1270,196163,160496,6,0,OTHERS,
2011,Tamil Nadu,Bhavani,VENKATACHALAM.K,M,42,GEN,IND,1325,0,1325,196163,160496,5,0,OTHERS,
2011,Tamil Nadu,Bhavani,KUMAR.M,M,33,GEN,LSP,1533,1,1534,196163,160496,4,0,OTHERS,
2011,Tamil Nadu,Bhavani,SHITHI VINAYAGAN.K.A,M,36,GEN,BJP,3420,12,3432,196163,160496,3,0,OTHERS,
2011,Tamil Nadu,Bhavani,MAHENDRAN.K.S,M,46,GEN,PMK,58738,342,59080,196163,160496,2,0,DMK,
2011,Tamil Nadu,Bhavani,NARAYANAN.P.G,M,70,GEN,AIADMK,87068,53,87121,196163,160496,1,1,AIADMK,
2011,Tamil Nadu,Anthiyur,VADIVEL.K,M,33,SC,IND,556,0,556,173681,142922,8,0,OTHERS,
2011,Tamil Nadu,Anthiyur,PARAMASIVAN.A,M,33,SC,BSP,1132,0,1132,173681,142922,7,0,OTHERS,
2011,Tamil Nadu,Anthiyur,VELUMANI.A,M,37,GEN,UMK,1493,0,1493,173681,142922,6,0,OTHERS,
2011,Tamil Nadu,Anthiyur,SHEIKDAVOOD.A.M,M,47,GEN,IND,1527,1,1528,173681,142922,5,0,OTHERS,
2011,Tamil Nadu,Anthiyur,BARGUNAN A.P.S,M,46,GEN,BJP,1981,7,1988,173681,142922,4,0,OTHERS,
2011,Tamil Nadu,Anthiyur,PONGIYIA GOUNDER.K,M,54,GEN,IND,2267,2,2269,173681,142922,3,0,OTHERS,
2011,Tamil Nadu,Anthiyur,RAAJA.N.K.K.P,M,45,GEN,DMK,53121,121,53242,173681,142922,2,0,DMK,
2011,Tamil Nadu,Anthiyur,RAMANITHARAN.S.S,M,56,GEN,AIADMK,78435,61,78496,173681,142922,1,1,AIADMK,
2011,Tamil Nadu,Anthiyur,ESWARAN.P,M,34,SC,IND,318,0,318,173681,142922,13,0,OTHERS,
2011,Tamil Nadu,Anthiyur,ANANDHAN.S,M,34,SC,IND,406,0,406,173681,142922,12,0,OTHERS,
2011,Tamil Nadu,Anthiyur,CHANDRAKUMAR.S,M,34,SC,IND,439,0,439,173681,142922,11,0,OTHERS,
2011,Tamil Nadu,Anthiyur,SAKTHIVEL.G,M,35,SC,IND,511,0,511,173681,142922,10,0,OTHERS,
2011,Tamil Nadu,Anthiyur,CHINNAPONNU VATHIYAR.V.M,M,66,SC,IND,544,0,544,173681,142922,9,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,ANNAKODI.S,F,32,GEN,IND,586,0,586,209023,174184,15,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,KUMAR.V,M,36,SC,IND,631,0,631,209023,174184,14,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,MARIMUTHU.M,M,36,GEN,IND,709,0,709,209023,174184,13,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,JAYARAM.M,M,47,GEN,IJK,756,0,756,209023,174184,12,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,SENGOTTAIAN.K,M,71,GEN,IND,764,0,764,209023,174184,11,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,MOORTHY.A,M,34,SC,IND,765,1,766,209023,174184,10,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,SIVAKUMAR.N,M,30,GEN,UMK,1072,0,1072,209023,174184,9,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,ANBALAGAN.P,M,46,GEN,IND,1085,0,1085,209023,174184,8,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,KANNAPPAN.G.S,M,66,SC,BSP,2008,1,2009,209023,174184,7,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,MOHANRAJ.K,M,28,GEN,IND,2122,0,2122,209023,174184,6,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,RAVISEKARAN.R,M,52,GEN,IND,2348,1,2349,209023,174184,5,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,SENNAYYAN.N,M,33,GEN,BJP,3398,10,3408,209023,174184,4,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,VENKATACHALAM C.S,M,46,GEN,IND,10075,20,10095,209023,174184,3,0,OTHERS,
2011,Tamil Nadu,Gobichettipalayam,SIVARAJ.N.S,M,44,GEN,KNMK,52646,314,52960,209023,174184,2,0,DMK,
2011,Tamil Nadu,Gobichettipalayam,SENGOTTAIYAN K.A,M,64,GEN,AIADMK,94776,96,94872,209023,174184,1,1,AIADMK,
2011,Tamil Nadu,Bhavanisagar(SC),MURUGAN.K,M,33,SC,IND,895,0,895,199502,162786,10,0,OTHERS,
2011,Tamil Nadu,Bhavanisagar(SC),MURUGAN P,M,42,SC,IND,1066,1,1067,199502,162786,9,0,OTHERS,
2011,Tamil Nadu,Bhavanisagar(SC),PALANISAMY.N,M,32,SC,IND,1194,0,1194,199502,162786,8,0,OTHERS,
2011,Tamil Nadu,Bhavanisagar(SC),GOPAL B,M,31,SC,IND,1709,0,1709,199502,162786,7,0,OTHERS,
2011,Tamil Nadu,Bhavanisagar(SC),MURUGAN.M,M,32,SC,IND,1969,0,1969,199502,162786,6,0,OTHERS,
2011,Tamil Nadu,Bhavanisagar(SC),ARUMUGAM.S.R,M,63,SC,BSP,2287,0,2287,199502,162786,5,0,OTHERS,
2011,Tamil Nadu,Bhavanisagar(SC),JAYARAMAN.J,M,59,SC,IND,2847,1,2848,199502,162786,4,0,OTHERS,
2011,Tamil Nadu,Bhavanisagar(SC),PALANISWAMI R,M,61,SC,BJP,4437,3,4440,199502,162786,3,0,OTHERS,
2011,Tamil Nadu,Bhavanisagar(SC),LOGESWARI R,F,32,SC,DMK,63213,274,63487,199502,162786,2,0,DMK,
2011,Tamil Nadu,Bhavanisagar(SC),SUNDARAM P.L,M,41,SC,CPI,82864,26,82890,199502,162786,1,1,AIADMK,
2011,Tamil Nadu,Bhavanisagar(SC),SANTHAKUMARI.R,F,56,SC,IND,725,0                 725,,199502,162786,11,0,OTHERS,
2011,Tamil Nadu,Udhagamandalam,CHANDRAN.M,M,34,GEN,IND,180,0,180,172086,122675,11,0,OTHERS,
2011,Tamil Nadu,Udhagamandalam,GANESH.R,M,31,GEN,IND,226,0,226,172086,122675,10,0,OTHERS,
2011,Tamil Nadu,Udhagamandalam,SURESH KUMAR.B,M,41,GEN,IND,278,2,280,172086,122675,9,0,OTHERS,
2011,Tamil Nadu,Udhagamandalam,GANESHAN.R,M,40,GEN,IND,282,0,282,172086,122675,8,0,OTHERS,
2011,Tamil Nadu,Udhagamandalam,SETHUMADHAVAN.M.C,M,54,GEN,BSP,485,0,485,172086,122675,7,0,OTHERS,
2011,Tamil Nadu,Udhagamandalam,KUTTY KRISHNAN,M,57,GEN,IND,508,0,508,172086,122675,6,0,OTHERS,
2011,Tamil Nadu,Udhagamandalam,INTHIRA RAJ.J,M,58,GEN,IND,590,0,590,172086,122675,5,0,OTHERS,
2011,Tamil Nadu,Udhagamandalam,SELVARAJ.D,M,50,GEN,IND,1743,0,1743,172086,122675,4,0,OTHERS,
2011,Tamil Nadu,Udhagamandalam,KUMARAN.B,M,49,GEN,BJP,2706,10,2716,172086,122675,3,0,OTHERS,
2011,Tamil Nadu,Udhagamandalam,GANESH.R,M,47,GEN,INC,53819,241,54060,172086,122675,2,0,DMK,
2011,Tamil Nadu,Udhagamandalam,BUDHICHANDHIRAN,M,48,GEN,AIADMK,61504,101,61605,172086,122675,1,1,AIADMK,
2011,Tamil Nadu,Gudalur(SC),SENTHILKUMAR .K,M,37,SC,IND,1587,1,1588,159402,113985,5,0,OTHERS,
2011,Tamil Nadu,Gudalur(SC),VISWANATHAN.S,M,35,SC,IND,2288,0,2288,159402,113985,4,0,OTHERS,
2011,Tamil Nadu,Gudalur(SC),ANBARASAN.D,M,47,SC,BJP,3733,8,3741,159402,113985,3,0,OTHERS,
2011,Tamil Nadu,Gudalur(SC),SELVARAJ.S,M,48,SC,DMDK,39454,43,39497,159402,113985,2,0,AIADMK,
2011,Tamil Nadu,Gudalur(SC),THIRAVIDAMANI.M,M,51,SC,DMK,66545,326,66871,159402,113985,1,1,DMK,
2011,Tamil Nadu,DrRadhakrishnanNagar,SATHISH C,M,32,GEN,IND,72,0,72,195179,141904,18,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,SEKAR K,M,41,GEN,IND,72,0,72,195179,141904,18,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,SEKAR M M,M,50,GEN,IND,77,0,77,195179,141904,17,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,MUTHUSARAVANAN P,M,30,GEN,IND,89,0,89,195179,141904,16,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,PRASANNAKUMAR M,M,30,SC,IND,90,0,90,195179,141904,15,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,VINCENT A,M,29,GEN,IND,97,0,97,195179,141904,14,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,MADHAN S,M,32,GEN,IND,122,0,122,195179,141904,13,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,SASIKUMAR S,M,35,GEN,IND,174,0,174,195179,141904,12,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,VENUGOPAL T V,M,53,GEN,IND,180,0,180,195179,141904,11,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,CHANDRAN M R,M,37,SC,IND,184,0,184,195179,141904,10,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,MADHU P,M,33,GEN,MMKA,204,0,204,195179,141904,9,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,PERUMAL S,M,62,SC,BSP,252,0,252,195179,141904,8,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,DANIEL S,M,32,GEN,IND,379,0,379,195179,141904,7,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,MARIMUTHU P,M,55,GEN,IND,481,0,481,195179,141904,6,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,PRAKASH R,M,33,GEN,IND,529,0,529,195179,141904,5,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,AROCKIAM S,M,35,GEN,IJK,678,0,678,195179,141904,4,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,VINAYAGAM K R,M,38,GEN,BJP,1298,2,1300,195179,141904,3,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,SEKARBABU P K,M,48,GEN,DMK,52426,96,52522,195179,141904,2,0,DMK,
2011,Tamil Nadu,DrRadhakrishnanNagar,VETRIIVEL P,M,50,GEN,AIADMK,83761,16,83777,195179,141904,1,1,AIADMK,
2011,Tamil Nadu,DrRadhakrishnanNagar,LALLI R,F,35,GEN,IND,41,0,41,195179,141904,31,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,RAVINDERABABU G,M,47,GEN,IND,42,0,42,195179,141904,29,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,GOKULAKRISHNAN V R,M,39,SC,IND,42,0,42,195179,141904,29,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,LOGANATHAN S,M,34,SC,IND,46,0,46,195179,141904,28,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,RAJENDRAN K,M,48,GEN,IND,49,0,49,195179,141904,27,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,GOKUL G R P,M,43,GEN,IND,50,0,50,195179,141904,26,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,RAVI R,M,50,GEN,IND,52,0,52,195179,141904,25,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,GIRIJA S P,F,54,GEN,IND,54,0,54,195179,141904,24,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,RAJA B @ RAJA R B,M,30,SC,IND,58,0,58,195179,141904,23,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,ELANGOVAN M,M,37,GEN,IND,61,0,61,195179,141904,22,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,VEERABADHRAN S,M,36,SC,IND,64,0,64,195179,141904,21,0,OTHERS,
2011,Tamil Nadu,DrRadhakrishnanNagar,VIJAYARAJ T K,M,30,SC,IND,66,0,66,195179,141904,20,0,OTHERS,
2011,Tamil Nadu,Coonoor,LENIN. N,M,41,GEN,IJK,347,1,348,165620,121015,9,0,OTHERS,
2011,Tamil Nadu,Coonoor,ESAKKIMUTHU. V,M,47,GEN,IND,612,0,612,165620,121015,8,0,OTHERS,
2011,Tamil Nadu,Coonoor,LEON GERALD THILAK. M. G.,M,27,GEN,BSP,798,0,798,165620,121015,7,0,OTHERS,
2011,Tamil Nadu,Coonoor,MATHIVANAN.V,M,45,SC,IND,803,0,803,165620,121015,6,0,OTHERS,
2011,Tamil Nadu,Coonoor,JOTHILINGAM. R,M,45,GEN,IND,871,0,871,165620,121015,5,0,OTHERS,
2011,Tamil Nadu,Coonoor,ABDUL WAHAB,M,48,GEN,IND,1230,1,1231,165620,121015,4,0,OTHERS,
2011,Tamil Nadu,Coonoor,ALWAS.M,M,52,ST,BJP,3034,6,3040,165620,121015,3,0,OTHERS,
2011,Tamil Nadu,Coonoor,BELLIE.A,M,64,GEN,CPI,51937,73,52010,165620,121015,2,0,AIADMK,
2011,Tamil Nadu,Coonoor,RAMACHANDRAN.K,M,60,GEN,DMK,61071,231,61302,165620,121015,1,1,DMK,
2011,Tamil Nadu,Mettuppalayam,RAJENDRAN S,M,58,GEN,IJK,393,1,394,211799,171836,8,0,OTHERS,
2011,Tamil Nadu,Mettuppalayam,GANDHI KUMAR S A,M,61,GEN,UMK,646,1,647,211799,171836,7,0,OTHERS,
2011,Tamil Nadu,Mettuppalayam,KUMAR P,M,30,GEN,IND,708,0,708,211799,171836,6,0,OTHERS,
2011,Tamil Nadu,Mettuppalayam,RAVICHANDRAN B,M,58,GEN,IND,1382,0,1382,211799,171836,5,0,OTHERS,
2011,Tamil Nadu,Mettuppalayam,JANAKI RAMAN R,M,43,GEN,CPI(ML)(L),1431,2,1433,211799,171836,4,0,OTHERS,
2011,Tamil Nadu,Mettuppalayam,NANDHAKUMAR K R,M,48,GEN,BJP,5635,12,5647,211799,171836,3,0,OTHERS,
2011,Tamil Nadu,Mettuppalayam,ARUNKUMAR B,M,49,GEN,DMK,67475,450,67925,211799,171836,2,0,DMK,
2011,Tamil Nadu,Mettuppalayam,CHINNARAJ O K,M,57,GEN,AIADMK,93601,99,93700,211799,171836,1,1,AIADMK,
2011,Tamil Nadu,Avanashi(SC),MOORTHY.R.,M,36,SC,IND,1858,0,1858,192750,154654,5,0,OTHERS,
2011,Tamil Nadu,Avanashi(SC),JAYA.V.,F,35,SC,IND,2798,0,2798,192750,154654,4,0,OTHERS,
2011,Tamil Nadu,Avanashi(SC),RANGASAMY.R.,M,27,SC,BJP,5395,10,5405,192750,154654,3,0,OTHERS,
2011,Tamil Nadu,Avanashi(SC),NATARAJAN.A.R.,M,57,SC,INC,41306,285,41591,192750,154654,2,0,DMK,
2011,Tamil Nadu,Avanashi(SC),KARUPPASAMY.M.A.,M,47,SC,AIADMK,102966,36,103002,192750,154654,1,1,AIADMK,
2011,Tamil Nadu,Tiruppur(North),SAKTHIVEL. C,M,42,GEN,IND,177,0,177,216324,160907,10,0,OTHERS,
2011,Tamil Nadu,Tiruppur(North),SAKTHIVEL P,M,36,GEN,IND,213,0,213,216324,160907,9,0,OTHERS,
2011,Tamil Nadu,Tiruppur(North),CHANDRASEKAR. P,M,33,GEN,LSP,339,3,342,216324,160907,8,0,OTHERS,
2011,Tamil Nadu,Tiruppur(North),SIVAKUMAR. K. R.,M,37,GEN,IND,349,0,349,216324,160907,7,0,OTHERS,
2011,Tamil Nadu,Tiruppur(North),SENTHILKUMAR S,M,35,GEN,BSP,366,0,366,216324,160907,6,0,OTHERS,
2011,Tamil Nadu,Tiruppur(North),MURUGESAN D,M,42,GEN,IND,847,0,847,216324,160907,5,0,OTHERS,
2011,Tamil Nadu,Tiruppur(North),KRISHNASAMY P,M,58,GEN,IND,1594,1,1595,216324,160907,4,0,OTHERS,
2011,Tamil Nadu,Tiruppur(North),PARTHIBAN A,M,33,GEN,BJP,3004,5,3009,216324,160907,3,0,OTHERS,
2011,Tamil Nadu,Tiruppur(North),GOVINDASAMY. C,M,57,GEN,DMK,40156,213,40369,216324,160907,2,0,DMK,
2011,Tamil Nadu,Tiruppur(North),ANANDAN.M.S.M,M,48,GEN,AIADMK,113603,37,113640,216324,160907,1,1,AIADMK,
2011,Tamil Nadu,Tiruppur(South),MOHMEDAMANULLA. M,M,37,GEN,SDPI,2645,0,2645,167927,122375,4,0,OTHERS,
2011,Tamil Nadu,Tiruppur(South),POINTMANI N,M,45,GEN,BJP,4396,1,4397,167927,122375,3,0,OTHERS,
2011,Tamil Nadu,Tiruppur(South),SENTHILKUMAR K,M,42,GEN,INC,36999,122,37121,167927,122375,2,0,DMK,
2011,Tamil Nadu,Tiruppur(South),THANGAVEL.K,M,59,GEN,CPM,75399,25,75424,167927,122375,1,1,AIADMK,
2011,Tamil Nadu,Tiruppur(South),SURESHKUMAR.G,M,36,GEN,IND,129,0,129,167927,122375,12,0,OTHERS,
