id,year,statename,pcname,candidate,sex,age,PC Type,category,party,symbol,general,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
161,1998,ANDHRA PRADESH,Ongole,PADMANABHA REDDY CHINTAM,M,,GEN,,IND,,,,142,0.01%,0.02%,1179290,30,744922,0,0,OTHERS
162,1998,ANDHRA PRADESH,Ongole,VENKATA SUBBAIAH KALE,M,,GEN,,IND,,,,125,0.01%,0.02%,1179290,31,744922,0,0,OTHERS
163,1998,ANDHRA PRADESH,Ongole,GAJULA RAMU,M,,GEN,,IND,,,,102,0.01%,0.01%,1179290,32,744922,0,0,OTHERS
164,1998,ANDHRA PRADESH,Ongole,KALAVAKURI MALAKONDAIAH,M,,GEN,,IND,,,,88,0.01%,0.01%,1179290,33,744922,0,0,OTHERS
165,1998,ANDHRA PRADESH,Ongole,MADHAVARAPU NAGENDRA,M,,GEN,,IND,,,,55,0.00%,0.01%,1179290,34,744922,0,0,OTHERS
166,1998,ANDHRA PRADESH,Nellore,PANABAKA LAKSHMI,F,,SC,,INC,,,,296731,25.44%,39.41%,1166301,1,752917,1,0,CONGRESS
167,1998,ANDHRA PRADESH,Nellore,BUDURU SWARNALATHA,F,,SC,,CPM,,,,250204,21.45%,33.23%,1166301,2,752917,0,1,UNITED FRONT
168,1998,ANDHRA PRADESH,Nellore,KARUPOTHALA BALAKONDAIAH,M,,SC,,BJP,,,,175074,15.01%,23.25%,1166301,3,752917,0,0,NDA
169,1998,ANDHRA PRADESH,Nellore,GADDAM ARUNDHATI,F,,SC,,SP,,,,7529,0.65%,1.00%,1166301,4,752917,0,0,OTHERS
170,1998,ANDHRA PRADESH,Nellore,JANAKI PRASAD,M,,SC,,BSP,,,,7361,0.63%,0.98%,1166301,5,752917,0,0,JAN MORCHA
171,1998,ANDHRA PRADESH,Nellore,CHENTHATI RAMAIAH,M,,SC,,IND,,,,2133,0.18%,0.28%,1166301,6,752917,0,0,OTHERS
172,1998,ANDHRA PRADESH,Nellore,MATTUPALLI VENUMADHAV,M,,SC,,IND,,,,1365,0.12%,0.18%,1166301,7,752917,0,0,OTHERS
173,1998,ANDHRA PRADESH,Nellore,MOLATHRATI LAKSHMAIAH,M,,SC,,IND,,,,395,0.03%,0.05%,1166301,8,752917,0,0,OTHERS
174,1998,ANDHRA PRADESH,Tirupathi,CHINTHA MOHAN,M,,SC,,INC,,,,288904,24.32%,38.03%,1187901,1,759701,1,0,CONGRESS
175,1998,ANDHRA PRADESH,Tirupathi,DR. N. SIVAPRASAD,M,,SC,,TDP,,,,279558,23.53%,36.80%,1187901,2,759701,0,1,OTHERS
176,1998,ANDHRA PRADESH,Tirupathi,N.VENKATASWAMY,M,,SC,,BJP,,,,178773,15.05%,23.53%,1187901,3,759701,0,0,NDA
177,1998,ANDHRA PRADESH,Tirupathi,PARI ANANDA RAO,M,,SC,,IND,,,,1555,0.13%,0.20%,1187901,4,759701,0,0,OTHERS
178,1998,ANDHRA PRADESH,Tirupathi,K.PRABHAKAR,M,,SC,,IND,,,,1200,0.10%,0.16%,1187901,5,759701,0,0,OTHERS
179,1998,ANDHRA PRADESH,Chittoor,NUTHANAKALVA RAMAKRISHNA REDDY,M,,GEN,,TDP,,,,349831,31.14%,44.53%,1123338,1,785656,1,0,OTHERS
180,1998,ANDHRA PRADESH,Chittoor,GNANENDRA REDDY.M,M,,GEN,,INC,,,,269750,24.01%,34.33%,1123338,2,785656,0,1,CONGRESS
181,1998,ANDHRA PRADESH,Chittoor,N.P.VENKATESWARA CHOWDARY,M,,GEN,,BJP,,,,147861,13.16%,18.82%,1123338,3,785656,0,0,NDA
182,1998,ANDHRA PRADESH,Chittoor,KIRAN KUMAR.M,M,,GEN,,IND,,,,2900,0.26%,0.37%,1123338,4,785656,0,0,OTHERS
183,1998,ANDHRA PRADESH,Chittoor,MANOHAR,M,,GEN,,IND,,,,2147,0.19%,0.27%,1123338,5,785656,0,0,OTHERS
184,1998,ANDHRA PRADESH,Chittoor,DHANASEGHARAN.V,M,,GEN,,IND,,,,1467,0.13%,0.19%,1123338,6,785656,0,0,OTHERS
185,1998,ANDHRA PRADESH,Chittoor,C.R. ESWARA MOORTHY,M,,GEN,,RJD,,,,642,0.06%,0.08%,1123338,7,785656,0,0,JAN MORCHA
186,1998,ANDHRA PRADESH,Chittoor,VISWANATHA REDDY.A,M,,GEN,,IND,,,,545,0.05%,0.07%,1123338,8,785656,0,0,OTHERS
187,1998,ANDHRA PRADESH,Rajampet,ANNAIAHGARI SAI PRATAP,M,,GEN,,INC,,,,274889,28.74%,44.68%,956628,1,615261,1,0,CONGRESS
188,1998,ANDHRA PRADESH,Rajampet,GUNIPATI RAMAIAH,M,,GEN,,TDP,,,,226993,23.73%,36.89%,956628,2,615261,0,1,OTHERS
189,1998,ANDHRA PRADESH,Rajampet,DR. A.HARINATH REDDY,M,,GEN,,BJP,,,,94311,9.86%,15.33%,956628,3,615261,0,0,NDA
190,1998,ANDHRA PRADESH,Rajampet,KOTAPATI VENKATA KRISHNAIAH,M,,GEN,,IND,,,,2512,0.26%,0.41%,956628,4,615261,0,0,OTHERS
191,1998,ANDHRA PRADESH,Rajampet,P. GANGANNA,M,,GEN,,IND,,,,2101,0.22%,0.34%,956628,5,615261,0,0,OTHERS
192,1998,ANDHRA PRADESH,Rajampet,D.MAHESWARA RAJU,M,,GEN,,SAP,,,,1484,0.16%,0.24%,956628,6,615261,0,0,NDA
193,1998,ANDHRA PRADESH,Rajampet,P.CHANDRA SEKHAR REDDY,M,,GEN,,NTRTDP(LP),,,,1337,0.14%,0.22%,956628,7,615261,0,0,NDA
194,1998,ANDHRA PRADESH,Rajampet,SHAIK SALAM,M,,GEN,,IND,,,,1030,0.11%,0.17%,956628,8,615261,0,0,OTHERS
195,1998,ANDHRA PRADESH,Rajampet,SUBBARAYUDU THOMBAVARAPU,M,,GEN,,IND,,,,611,0.06%,0.10%,956628,9,615261,0,0,OTHERS
196,1998,ANDHRA PRADESH,Rajampet,RAMA CHANDRUDU YERRAMSETTY,M,,GEN,,IND,,,,600,0.06%,0.10%,956628,10,615261,0,0,OTHERS
197,1998,ANDHRA PRADESH,Rajampet,VARAGAMREDDY SUBBA REDDY,M,,GEN,,IND,,,,242,0.03%,0.04%,956628,11,615261,0,0,OTHERS
198,1998,ANDHRA PRADESH,Cuddapah,Y.S.RAJASEKHAR REDDY,M,,GEN,,INC,,,,374762,33.84%,49.92%,1107474,1,750722,1,0,CONGRESS
199,1998,ANDHRA PRADESH,Cuddapah,KANDULA RAJAMOHANA REDDY,M,,GEN,,TDP,,,,320881,28.97%,42.74%,1107474,2,750722,0,1,OTHERS
200,1998,ANDHRA PRADESH,Cuddapah,NAGENDRA PRASAD KADIRI,M,,GEN,,BJP,,,,28349,2.56%,3.78%,1107474,3,750722,0,0,NDA
201,1998,ANDHRA PRADESH,Cuddapah,LAKKIREDDY SUDHAKARA REDDY,M,,GEN,,IND,,,,9212,0.83%,1.23%,1107474,4,750722,0,0,OTHERS
202,1998,ANDHRA PRADESH,Cuddapah,GOPALREDDY GURIJALA,M,,GEN,,IND,,,,1340,0.12%,0.18%,1107474,5,750722,0,0,OTHERS
203,1998,ANDHRA PRADESH,Cuddapah,C.VENKATA SUBBA REDDY,M,,GEN,,AJBP,,,,763,0.07%,0.10%,1107474,6,750722,0,0,OTHERS
204,1998,ANDHRA PRADESH,Cuddapah,INDIREDDY THIMMA REDDY,M,,GEN,,SAP,,,,727,0.07%,0.10%,1107474,7,750722,0,0,NDA
205,1998,ANDHRA PRADESH,Cuddapah,PULLAIAH CHAGALAMARRY,M,,GEN,,IND,,,,641,0.06%,0.09%,1107474,8,750722,0,0,OTHERS
206,1998,ANDHRA PRADESH,Cuddapah,SARANGAPANI SAILENDRA BABU,M,,GEN,,IND,,,,550,0.05%,0.07%,1107474,9,750722,0,0,OTHERS
207,1998,ANDHRA PRADESH,Cuddapah,CHIDIPIRALLA ADINARAYANA REDDY,M,,GEN,,IND,,,,479,0.04%,0.06%,1107474,10,750722,0,0,OTHERS
208,1998,ANDHRA PRADESH,Cuddapah,N.VISWESWARA REDDY,M,,GEN,,IND,,,,441,0.04%,0.06%,1107474,11,750722,0,0,OTHERS
209,1998,ANDHRA PRADESH,Cuddapah,CHINNAKONDA REDDY KOKATAM,M,,GEN,,IND,,,,418,0.04%,0.06%,1107474,12,750722,0,0,OTHERS
210,1998,ANDHRA PRADESH,Cuddapah,KOTHAMIDDELA RAGHURAMI REDDY,M,,GEN,,IND,,,,296,0.03%,0.04%,1107474,13,750722,0,0,OTHERS
211,1998,ANDHRA PRADESH,Cuddapah,DR. M.V.LAKSHMI REDDY,M,,GEN,,IND,,,,255,0.02%,0.03%,1107474,14,750722,0,0,OTHERS
212,1998,ANDHRA PRADESH,Cuddapah,P.SUBBARAYUDU,M,,GEN,,IND,,,,166,0.01%,0.02%,1107474,15,750722,0,0,OTHERS
213,1998,ANDHRA PRADESH,Hindupur,S.GANGADHAR,M,,GEN,,INC,,,,284096,24.64%,42.32%,1152897,1,671283,1,0,CONGRESS
214,1998,ANDHRA PRADESH,Hindupur,S.RAMACHANDRA REDDY,M,,GEN,,TDP,,,,257958,22.37%,38.43%,1152897,2,671283,0,1,OTHERS
215,1998,ANDHRA PRADESH,Hindupur,SMT. ANJANI DEVI PAMUDURTHI,F,,GEN,,BJP,,,,108394,9.40%,16.15%,1152897,3,671283,0,0,NDA
216,1998,ANDHRA PRADESH,Hindupur,ESWARRAO DUGGINENI,M,,GEN,,LS,,,,4390,0.38%,0.65%,1152897,4,671283,0,0,NDA
217,1998,ANDHRA PRADESH,Hindupur,BOYA NARASIMHULU,M,,GEN,,IND,,,,1277,0.11%,0.19%,1152897,5,671283,0,0,OTHERS
218,1998,ANDHRA PRADESH,Hindupur,S. RAJASEKHAR,M,,GEN,,IND,,,,1037,0.09%,0.15%,1152897,6,671283,0,0,OTHERS
219,1998,ANDHRA PRADESH,Hindupur,B.N.ADINARAYANA GUPTA,M,,GEN,,IND,,,,584,0.05%,0.09%,1152897,7,671283,0,0,OTHERS
220,1998,ANDHRA PRADESH,Hindupur,KRISHNA REDDY U.V.,M,,GEN,,IND,,,,507,0.04%,0.08%,1152897,8,671283,0,0,OTHERS
221,1998,ANDHRA PRADESH,Anantapur,ANANTHA VENKATARAMI REDDY,M,,GEN,,INC,,,,320474,26.42%,46.57%,1213025,1,688126,1,0,CONGRESS
222,1998,ANDHRA PRADESH,Anantapur,K.RAMAKRISHNA,M,,GEN,,CPI,,,,238076,19.63%,34.60%,1213025,2,688126,0,1,UNITED FRONT
223,1998,ANDHRA PRADESH,Anantapur,VELURI KESAVA CHOWDARI,M,,GEN,,BJP,,,,93339,7.69%,13.56%,1213025,3,688126,0,0,NDA
224,1998,ANDHRA PRADESH,Anantapur,C. PEDDANNA,M,,GEN,,IND,,,,9273,0.76%,1.35%,1213025,4,688126,0,0,OTHERS
225,1998,ANDHRA PRADESH,Anantapur,BANGI SUDARSHAN,M,,GEN,,IND,,,,5516,0.45%,0.80%,1213025,5,688126,0,0,OTHERS
226,1998,ANDHRA PRADESH,Anantapur,M.ADIL BASHA,M,,GEN,,IND,,,,2662,0.22%,0.39%,1213025,6,688126,0,0,OTHERS
227,1998,ANDHRA PRADESH,Anantapur,BELAGALLA RAMESH BABU,M,,GEN,,IND,,,,1430,0.12%,0.21%,1213025,7,688126,0,0,OTHERS
228,1998,ANDHRA PRADESH,Anantapur,M.VENKATARAMUDU,M,,GEN,,IND,,,,1085,0.09%,0.16%,1213025,8,688126,0,0,OTHERS
229,1998,ANDHRA PRADESH,Anantapur,J. BHEEMALINGAIAH,M,,GEN,,IND,,,,673,0.06%,0.10%,1213025,9,688126,0,0,OTHERS
230,1998,ANDHRA PRADESH,Kurnool,KOTLA VIJAYA BHASKARA REDDY,M,,GEN,,INC,,,,368044,32.36%,48.01%,1137417,1,766572,1,0,CONGRESS
231,1998,ANDHRA PRADESH,Kurnool,K.E.KRISHNAMURTHY,M,,GEN,,TDP,,,,355208,31.23%,46.34%,1137417,2,766572,0,1,OTHERS
232,1998,ANDHRA PRADESH,Kurnool,K.VENKATASWAMY,M,,GEN,,BJP,,,,17446,1.53%,2.28%,1137417,3,766572,0,0,NDA
233,1998,ANDHRA PRADESH,Kurnool,R.DAVID,M,,GEN,,BSP,,,,6119,0.54%,0.80%,1137417,4,766572,0,0,JAN MORCHA
234,1998,ANDHRA PRADESH,Kurnool,K.BHASKARA REDDY,M,,GEN,,IND,,,,1553,0.14%,0.20%,1137417,5,766572,0,0,OTHERS
235,1998,ANDHRA PRADESH,Kurnool,SURYANARAYANAREDDY ERIGELA,M,,GEN,,IND,,,,836,0.07%,0.11%,1137417,6,766572,0,0,OTHERS
236,1998,ANDHRA PRADESH,Kurnool,B.RAGHAVA REDDY,M,,GEN,,IND,,,,705,0.06%,0.09%,1137417,7,766572,0,0,OTHERS
237,1998,ANDHRA PRADESH,Kurnool,RANGAPPA NAIDU,M,,GEN,,IND,,,,696,0.06%,0.09%,1137417,8,766572,0,0,OTHERS
238,1998,ANDHRA PRADESH,Kurnool,CHANDRASEKHAR,M,,GEN,,IND,,,,670,0.06%,0.09%,1137417,9,766572,0,0,OTHERS
239,1998,ANDHRA PRADESH,Kurnool,RAMAPULLA REDDY ERIGELA,M,,GEN,,IND,,,,441,0.04%,0.06%,1137417,10,766572,0,0,OTHERS
240,1998,ANDHRA PRADESH,Kurnool,PRABHAKARA REDDY,M,,GEN,,IND,,,,410,0.04%,0.05%,1137417,11,766572,0,0,OTHERS
241,1998,ANDHRA PRADESH,Kurnool,M.VENUGOPAL REDDY,M,,GEN,,IND,,,,347,0.03%,0.05%,1137417,12,766572,0,0,OTHERS
242,1998,ANDHRA PRADESH,Nandyal,BHUMA NAGI REDDY,M,,GEN,,TDP,,,,338100,30.66%,47.57%,1102794,1,710787,1,0,OTHERS
243,1998,ANDHRA PRADESH,Nandyal,GANGULA PRATHAPA REDDY,M,,GEN,,INC,,,,333450,30.24%,46.91%,1102794,2,710787,0,1,CONGRESS
244,1998,ANDHRA PRADESH,Nandyal,SYED JAFFAR ALI KHAN,M,,GEN,,BJP,,,,18841,1.71%,2.65%,1102794,3,710787,0,0,NDA
245,1998,ANDHRA PRADESH,Nandyal,MUKKAMALLA CHANDRA SEKHAR REDDY,M,,GEN,,IND,,,,2310,0.21%,0.32%,1102794,4,710787,0,0,OTHERS
246,1998,ANDHRA PRADESH,Nandyal,SINGAM VENKATARAMI REDDY,M,,GEN,,IND,,,,1028,0.09%,0.14%,1102794,5,710787,0,0,OTHERS
247,1998,ANDHRA PRADESH,Nandyal,THUPAKULA VENKATESWARA RAO,M,,GEN,,IND,,,,1004,0.09%,0.14%,1102794,6,710787,0,0,OTHERS
248,1998,ANDHRA PRADESH,Nandyal,GANDHAM PEDDA RASI REDDY,M,,GEN,,IND,,,,997,0.09%,0.14%,1102794,7,710787,0,0,OTHERS
249,1998,ANDHRA PRADESH,Nandyal,LINGAM RADHA KRISHNA,M,,GEN,,IND,,,,855,0.08%,0.12%,1102794,8,710787,0,0,OTHERS
250,1998,ANDHRA PRADESH,Nandyal,GANDHAM SIVAKANTHA REDDY,M,,GEN,,IND,,,,741,0.07%,0.10%,1102794,9,710787,0,0,OTHERS
251,1998,ANDHRA PRADESH,Nandyal,SINGAM VENKATESWAR REDDY,M,,GEN,,IND,,,,253,0.02%,0.04%,1102794,10,710787,0,0,OTHERS
252,1998,ANDHRA PRADESH,Nagarkurnool,DR.MALLU RAVI,M,,SC,,INC,,,,329127,27.72%,41.95%,1187292,1,784503,1,0,CONGRESS
253,1998,ANDHRA PRADESH,Nagarkurnool,DR. MANDA JAGANNATH,M,,SC,,TDP,,,,309452,26.06%,39.45%,1187292,2,784503,0,1,OTHERS
254,1998,ANDHRA PRADESH,Nagarkurnool,DR.S. BALU,M,,SC,,BJP,,,,125201,10.55%,15.96%,1187292,3,784503,0,0,NDA
255,1998,ANDHRA PRADESH,Nagarkurnool,DEVARAPAGA BANGARAIAH,M,,SC,,IND,,,,3704,0.31%,0.47%,1187292,4,784503,0,0,OTHERS
256,1998,ANDHRA PRADESH,Nagarkurnool,A.R.R. KUMAR,M,,SC,,NTRTDP(LP),,,,800,0.07%,0.10%,1187292,5,784503,0,0,NDA
257,1998,ANDHRA PRADESH,Nagarkurnool,BUDDULA SRINIVASULU,M,,SC,,IND,,,,323,0.03%,0.04%,1187292,6,784503,0,0,OTHERS
258,1998,ANDHRA PRADESH,Mahabubnagar,S.JAIPAL REDDY,M,,GEN,,JD,,,,278302,22.60%,36.57%,1231361,1,761072,1,0,UNITED FRONT
259,1998,ANDHRA PRADESH,Mahabubnagar,DR. MALLIKARJUN,M,,GEN,,INC,,,,255661,20.76%,33.59%,1231361,2,761072,0,1,CONGRESS
260,1998,ANDHRA PRADESH,Mahabubnagar,A.P.JITHENDER REDDY,M,,GEN,,BJP,,,,206834,16.80%,27.18%,1231361,3,761072,0,0,NDA
261,1998,ANDHRA PRADESH,Mahabubnagar,R.ANJANEYULU SAGAR,M,,GEN,,IND,,,,3292,0.27%,0.43%,1231361,4,761072,0,0,OTHERS
262,1998,ANDHRA PRADESH,Mahabubnagar,SINGAMALA RANI RATNAMALA,F,,GEN,,BSP,,,,2986,0.24%,0.39%,1231361,5,761072,0,0,JAN MORCHA
263,1998,ANDHRA PRADESH,Hyderabad,SULTAN SALAHUDDIN OWAISI,M,,GEN,,AIMIM,,,,485785,32.23%,44.09%,1507135,1,1101768,1,0,OTHERS
264,1998,ANDHRA PRADESH,Hyderabad,BADDAM BAL REDDY,M,,GEN,,BJP,,,,414173,27.48%,37.59%,1507135,2,1101768,0,1,NDA
265,1998,ANDHRA PRADESH,Hyderabad,LAXMA REDDY KICHANNAGARI,M,,GEN,,INC,,,,94756,6.29%,8.60%,1507135,3,1101768,0,0,CONGRESS
266,1998,ANDHRA PRADESH,Hyderabad,K.S.RATNAM,M,,GEN,,TDP,,,,76216,5.06%,6.92%,1507135,4,1101768,0,0,OTHERS
267,1998,ANDHRA PRADESH,Hyderabad,RAJENDRA KUMAR,M,,GEN,,SJP(R),,,,4901,0.33%,0.44%,1507135,5,1101768,0,0,JAN MORCHA
268,1998,ANDHRA PRADESH,Hyderabad,K. CHANDRA SHEKHAR,M,,GEN,,IND,,,,2799,0.19%,0.25%,1507135,6,1101768,0,0,OTHERS
269,1998,ANDHRA PRADESH,Hyderabad,K. KISHAN,M,,GEN,,IND,,,,2186,0.15%,0.20%,1507135,7,1101768,0,0,OTHERS
270,1998,ANDHRA PRADESH,Hyderabad,SWAMY,M,,GEN,,IND,,,,1777,0.12%,0.16%,1507135,8,1101768,0,0,OTHERS
271,1998,ANDHRA PRADESH,Hyderabad,SMT.S. CHANDI BAI,F,,GEN,,AIRJP,,,,909,0.06%,0.08%,1507135,9,1101768,0,0,JAN MORCHA
272,1998,ANDHRA PRADESH,Hyderabad,BHAGVAN DAS,M,,GEN,,IND,,,,781,0.05%,0.07%,1507135,10,1101768,0,0,OTHERS
273,1998,ANDHRA PRADESH,Hyderabad,GOLKONDA YADAIAH,M,,GEN,,IND,,,,713,0.05%,0.06%,1507135,11,1101768,0,0,OTHERS
274,1998,ANDHRA PRADESH,Hyderabad,E.V. NARSIMHA CHARY,M,,GEN,,SAP,,,,665,0.04%,0.06%,1507135,12,1101768,0,0,NDA
275,1998,ANDHRA PRADESH,Hyderabad,BEERAM MAHESH CHANDER,M,,GEN,,SHS,,,,643,0.04%,0.06%,1507135,13,1101768,0,0,NDA
276,1998,ANDHRA PRADESH,Hyderabad,JUDE,M,,GEN,,IND,,,,554,0.04%,0.05%,1507135,14,1101768,0,0,OTHERS
277,1998,ANDHRA PRADESH,Hyderabad,NAGULAPALLI MALLESHA,M,,GEN,,IND,,,,391,0.03%,0.04%,1507135,15,1101768,0,0,OTHERS
278,1998,ANDHRA PRADESH,Hyderabad,ARVIND KUMAR,M,,GEN,,IND,,,,386,0.03%,0.04%,1507135,16,1101768,0,0,OTHERS
279,1998,ANDHRA PRADESH,Hyderabad,P. KESHAN REDDY,M,,GEN,,IND,,,,318,0.02%,0.03%,1507135,17,1101768,0,0,OTHERS
280,1998,ANDHRA PRADESH,Hyderabad,S. IQBAL SINGH WALIA,M,,GEN,,IND,,,,107,0.01%,0.01%,1507135,18,1101768,0,0,OTHERS
281,1998,ANDHRA PRADESH,Secunderabad,BANDARU DATTATREYA,M,,GEN,,BJP,,,,438586,25.89%,48.37%,1693970,1,906699,1,0,NDA
282,1998,ANDHRA PRADESH,Secunderabad,P.V.RAJESWAR RAO,M,,GEN,,INC,,,,252676,14.92%,27.87%,1693970,2,906699,0,1,CONGRESS
283,1998,ANDHRA PRADESH,Secunderabad,ALLADI P.RAJKUMAR,M,,GEN,,TDP,,,,193087,11.40%,21.30%,1693970,3,906699,0,0,OTHERS
284,1998,ANDHRA PRADESH,Secunderabad,B.DAVID,M,,GEN,,IND,,,,1438,0.08%,0.16%,1693970,4,906699,0,0,OTHERS
285,1998,ANDHRA PRADESH,Secunderabad,BEERAPU RAM MOHAN REDDY,M,,GEN,,SAP,,,,1255,0.07%,0.14%,1693970,5,906699,0,0,NDA
286,1998,ANDHRA PRADESH,Secunderabad,E.P.A. RASHEED,M,,GEN,,IND,,,,809,0.05%,0.09%,1693970,6,906699,0,0,OTHERS
287,1998,ANDHRA PRADESH,Secunderabad,BIJJI RAMU,M,,GEN,,SHS,,,,766,0.05%,0.08%,1693970,7,906699,0,0,NDA
288,1998,ANDHRA PRADESH,Secunderabad,SLEEVA GALLELI,M,,GEN,,IND,,,,723,0.04%,0.08%,1693970,8,906699,0,0,OTHERS
289,1998,ANDHRA PRADESH,Secunderabad,N.DASARATHA,M,,GEN,,IND,,,,695,0.04%,0.08%,1693970,9,906699,0,0,OTHERS
290,1998,ANDHRA PRADESH,Secunderabad,K.S.GANSESH RAO,M,,GEN,,IND,,,,659,0.04%,0.07%,1693970,10,906699,0,0,OTHERS
291,1998,ANDHRA PRADESH,Secunderabad,M.PANDU YADAV,M,,GEN,,RJD,,,,630,0.04%,0.07%,1693970,11,906699,0,0,JAN MORCHA
292,1998,ANDHRA PRADESH,Secunderabad,AMBATI KRISHNA MURTHY,M,,GEN,,AJBP,,,,592,0.03%,0.07%,1693970,12,906699,0,0,OTHERS
293,1998,ANDHRA PRADESH,Secunderabad,H.B.CHETTRI,M,,GEN,,AIRJP,,,,565,0.03%,0.06%,1693970,13,906699,0,0,JAN MORCHA
294,1998,ANDHRA PRADESH,Secunderabad,A.MANOJ KUMAR,M,,GEN,,IND,,,,552,0.03%,0.06%,1693970,14,906699,0,0,OTHERS
295,1998,ANDHRA PRADESH,Secunderabad,B. BHASKAR BENNY,M,,GEN,,IND,,,,509,0.03%,0.06%,1693970,15,906699,0,0,OTHERS
296,1998,ANDHRA PRADESH,Secunderabad,PADAM YADAGIRI,M,,GEN,,IND,,,,480,0.03%,0.05%,1693970,16,906699,0,0,OTHERS
297,1998,ANDHRA PRADESH,Secunderabad,GANTA SATYANARAYANA REDDY,M,,GEN,,IND,,,,386,0.02%,0.04%,1693970,17,906699,0,0,OTHERS
298,1998,ANDHRA PRADESH,Secunderabad,THUMMALA PRAFUL RAM REDDY,M,,GEN,,IND,,,,215,0.01%,0.02%,1693970,18,906699,0,0,OTHERS
299,1998,ANDHRA PRADESH,Secunderabad,P.RAJA RAM SHASTRI,M,,GEN,,ABRRP(P),,,,150,0.01%,0.02%,1693970,19,906699,0,0,OTHERS
300,1998,ANDHRA PRADESH,Siddipet,MALYALA RAJAIAH,M,,SC,,TDP,,,,348194,22.20%,34.67%,1568558,1,1004227,1,0,OTHERS
301,1998,ANDHRA PRADESH,Siddipet,YELLAIAH NANDI,M,,SC,,INC,,,,337169,21.50%,33.57%,1568558,2,1004227,0,1,CONGRESS
302,1998,ANDHRA PRADESH,Siddipet,N.A. KRISHNA,M,,SC,,BJP,,,,292778,18.67%,29.15%,1568558,3,1004227,0,0,NDA
303,1998,ANDHRA PRADESH,Siddipet,N.RAMLINGAM,M,,SC,,IND,,,,2593,0.17%,0.26%,1568558,4,1004227,0,0,OTHERS
304,1998,ANDHRA PRADESH,Siddipet,DR. NIMMATOTA VENKATESHWARLU,M,,SC,,RJD,,,,2143,0.14%,0.21%,1568558,5,1004227,0,0,JAN MORCHA
305,1998,ANDHRA PRADESH,Siddipet,B.L.SATISH MAHAJAN,M,,SC,,AIRJP,,,,1515,0.10%,0.15%,1568558,6,1004227,0,0,JAN MORCHA
306,1998,ANDHRA PRADESH,Siddipet,ANUMULA SATYANARAYAN RAO,M,,SC,,SAP,,,,999,0.06%,0.10%,1568558,7,1004227,0,0,NDA
307,1998,ANDHRA PRADESH,Siddipet,YERUPULA SAMAIAH,M,,SC,,IND,,,,876,0.06%,0.09%,1568558,8,1004227,0,0,OTHERS
308,1998,ANDHRA PRADESH,Medak,M.BAGA REDDY,M,,GEN,,INC,,,,269122,22.03%,33.50%,1221385,1,803461,1,0,CONGRESS
309,1998,ANDHRA PRADESH,Medak,ALE NARENDRA,M,,GEN,,BJP,,,,252642,20.68%,31.44%,1221385,2,803461,0,1,NDA
310,1998,ANDHRA PRADESH,Medak,PATLOLLA MANIK REDDY,M,,GEN,,TDP,,,,240166,19.66%,29.89%,1221385,3,803461,0,0,OTHERS
311,1998,ANDHRA PRADESH,Medak,GURUJADA BEERAIAH YADAV,M,,GEN,,SP,,,,12465,1.02%,1.55%,1221385,4,803461,0,0,OTHERS
312,1998,ANDHRA PRADESH,Medak,MOHD. WAHEED AHMED,M,,GEN,,BSP,,,,8634,0.71%,1.07%,1221385,5,803461,0,0,JAN MORCHA
313,1998,ANDHRA PRADESH,Medak,GANTA BABU,M,,GEN,,IND,,,,2066,0.17%,0.26%,1221385,6,803461,0,0,OTHERS
314,1998,ANDHRA PRADESH,Medak,C.MANIK RAO,M,,GEN,,JTP,,,,1907,0.16%,0.24%,1221385,7,803461,0,0,OTHERS
315,1998,ANDHRA PRADESH,Medak,C. BHAGYA REKHA,F,,GEN,,IND,,,,1536,0.13%,0.19%,1221385,8,803461,0,0,OTHERS
316,1998,ANDHRA PRADESH,Medak,L.MURALIDHAR,M,,GEN,,IND,,,,324,0.03%,0.04%,1221385,9,803461,0,0,OTHERS
317,1998,ANDHRA PRADESH,Nizamabad,GANGAREDDY GADDAM,M,,GEN,,TDP,,,,281851,24.81%,37.81%,1136178,1,745538,1,0,OTHERS
318,1998,ANDHRA PRADESH,Nizamabad,ATMACHARAN REDDY GADDAM,M,,GEN,,BJP,,,,249095,21.92%,33.41%,1136178,2,745538,0,1,NDA
319,1998,ANDHRA PRADESH,Nizamabad,KESHAVA RAO,M,,GEN,,INC,,,,196106,17.26%,26.30%,1136178,3,745538,0,0,CONGRESS
320,1998,ANDHRA PRADESH,Nizamabad,KANTHAIAH.S,M,,GEN,,BSP,,,,4817,0.42%,0.65%,1136178,4,745538,0,0,JAN MORCHA
321,1998,ANDHRA PRADESH,Nizamabad,ANIL REDDY,M,,GEN,,IND,,,,685,0.06%,0.09%,1136178,5,745538,0,0,OTHERS
322,1998,ANDHRA PRADESH,Adilabad,DR.S.VENUGOPALA CHARY,M,,GEN,,TDP,,,,291168,26.99%,38.68%,1078788,1,752835,1,0,OTHERS
323,1998,ANDHRA PRADESH,Adilabad,ALLOLA INDRAKARAN REDDY,M,,GEN,,INC,,,,257634,23.88%,34.22%,1078788,2,752835,0,1,CONGRESS
324,1998,ANDHRA PRADESH,Adilabad,VISHNU PRAKASH BAJAJ,M,,GEN,,BJP,,,,179134,16.61%,23.79%,1078788,3,752835,0,0,NDA
